activitePrincipaleEtablissement,typeVoieEtablissement,libelleVoieEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,departement,geometry,long,lat
10.71C,boulevard,BERTHIER,PARIS 17,75117,75,POINT (2.3663373 48.8330305),48.8330305,2.3663373
10.71C,rue,DES MARTYRS,PARIS 9,75109,75,POINT (2.3817309 49.0033874),49.0033874,2.3817309
10.71C,rue,DE DOUAI,PARIS 9,75109,75,POINT (2.2863456 48.8814738),48.8814738,2.2863456
10.71C,rue,PIERRE LOTI,YERRES,91691,91,POINT (2.1428376 49.0559162),49.0559162,2.1428376
10.71C,rue,HENRI CRETTE,CHEVILLY-LARUE,94021,94,POINT (2.2530234 48.9239819),48.9239819,2.2530234
10.71C,place,DES MARSEILLAIS,CHARENTON-LE-PONT,94018,94,POINT (2.3822428 48.8166424),48.8166424,2.3822428
10.71C,rue,DE LA DEFENSE,MONTREUIL,93048,93,POINT (2.4812106 48.7974227),48.7974227,2.4812106
10.71C,rue,DE CHANZY,ASNIERES-SUR-SEINE,92004,92,POINT (2.5852948 48.962583),48.962583,2.5852948
10.71C,avenue,MAHATMA GANDHI,TRAPPES,78621,78,POINT (2.4050479 48.938184),48.938184,2.4050479
10.71C,avenue,DE SAVIGNY,AULNAY-SOUS-BOIS,93005,93,POINT (2.2627777 48.8870094),48.8870094,2.2627777
10.71C,rue,GRANDE RUE,MONTIGNY-LES-CORMEILLES,95424,95,POINT (2.3391703 48.851354),48.851354,2.3391703
10.71C,rue,DU GENERAL LECLERC,NANGIS,77327,77,POINT (2.2943441 48.8764033),48.8764033,2.2943441
10.71C,rue,ALPHONSE DAUDET,PARIS 14,75114,75,POINT (2.4387638 48.9035536),48.9035536,2.4387638
10.71C,rue,OBERKAMPF,JOUY-EN-JOSAS,78322,78,POINT (2.3109652 48.8977279),48.8977279,2.3109652
10.71C,avenue,GABRIEL PERI,MONTFERMEIL,93047,93,POINT (2.3440305 48.9637075),48.9637075,2.3440305
10.71C,allée,DE LA GARE,BOUFFEMONT,95091,95,POINT (2.2094549 48.9289475),48.9289475,2.2094549
10.71C,place,DE L'EUROPE,SAINT-NOM-LA-BRETECHE,78571,78,POINT (2.5629456 48.8722386),48.8722386,2.5629456
10.71C,avenue,JACQUES CHIRAC,ATHIS-MONS,91027,91,POINT (2.2528759 48.9147995),48.9147995,2.2528759
10.71C,place,D ALIGRE,PARIS 12,75112,75,POINT (2.4328157 48.9423998),48.9423998,2.4328157
10.71C,rue,ST AMBROISE,MELUN,77288,77,POINT (2.0446556 49.0464476),49.0464476,2.0446556
10.71C,boulevard,GEN LECLERC DE HAUTECLOQUE,LES LILAS,93045,93,POINT (2.4181025 48.8405998),48.8405998,2.4181025
10.71C,boulevard,GEN LECLERC DE HAUTECLOQUE,LES LILAS,93045,93,POINT (2.3510906 48.8953716),48.8953716,2.3510906
10.71C,rue,DU CHEMIN VERT,AUFFARGIS,78030,78,POINT (2.572206 48.8372497),48.8372497,2.572206
10.71C,rue,CHARCOT,PARIS 13,75113,75,POINT (2.3668509 48.94511),48.94511,2.3668509
10.71C,avenue,DU MARECHAL LECLERC,CHENNEVIERES-SUR-MARNE,94019,94,POINT (3.131173 48.9282783),48.9282783,3.131173
10.71C,rue,DU GENERAL DE GAULLE,MONTFERMEIL,93047,93,POINT (2.5092843 48.8140299),48.8140299,2.5092843
10.71C,rue,YVES KERMEN,BOULOGNE-BILLANCOURT,92012,92,POINT (2.417066 48.954772),48.954772,2.417066
10.71C,avenue,DU GENERAL LECLERC,MAISONS-ALFORT,94046,94,POINT (2.2592093 48.9906352),48.9906352,2.2592093
10.71C,rue,DE SEVRES,PARIS 7,75107,75,POINT (2.2334531 48.8864813),48.8864813,2.2334531
10.71C,rue,VANEAU,PARIS 7,75107,75,POINT (2.6994512 48.2675238),48.2675238,2.6994512
10.71C,avenue,REILLE,PARIS 14,75114,75,POINT (2.2844826 48.8275749),48.8275749,2.2844826
10.71C,avenue,DU GAL DE GAULLE,BEAUCHAMP,95051,95,POINT (3.7144746 49.0188249),49.0188249,3.7144746
10.71C,chemin,DE GROSLAY,BONDY,93010,93,POINT (2.428695 48.937565),48.937565,2.428695
10.71C,rue,JULES VANZUPPE,IVRY-SUR-SEINE,94041,94,POINT (2.2291436 48.8413875),48.8413875,2.2291436
10.71C,rue,DU LOUVRE,PARIS 1,75101,75,POINT (2.5541055 48.475613),48.475613,2.5541055
10.71C,avenue,PARMENTIER,PARIS 11,75111,75,POINT (2.3044192 48.8350336),48.8350336,2.3044192
10.71C,rue,DES ROSIERS,PARIS 4,75104,75,POINT (2.5203123 48.8847665),48.8847665,2.5203123
10.71C,rue,MONTORGUEIL,PARIS 2,75102,75,POINT (2.2726514 48.8571864),48.8571864,2.2726514
10.71C,boulevard,DE BONNE NOUVELLE,PARIS 2,75102,75,POINT (2.4922227 48.634811),48.634811,2.4922227
10.71C,rue,DE PARIS,CHARENTON-LE-PONT,94018,94,POINT (2.5002978 48.6167716),48.6167716,2.5002978
10.71C,place,VICTOR HUGO,PARIS 16,75116,75,POINT (2.3390915 48.3992294),48.3992294,2.3390915
10.71C,avenue,DU CEP,POISSY,78498,78,POINT (2.3054131 48.9009931),48.9009931,2.3054131
10.71C,avenue,DES FROIDES BOUILLIES,MORANGIS,91432,91,POINT (2.3054131 48.9009931),48.9009931,2.3054131
10.71C,avenue,D IENA,PARIS 16,75116,75,POINT (2.4049806 48.8595322),48.8595322,2.4049806
10.71C,rue,ST DOMINIQUE,PARIS 7,75107,75,POINT (2.2643932 48.821861),48.821861,2.2643932
10.71C,rue,BOISSY D'ANGLAS,PARIS 8,75108,75,POINT (2.5536132 48.8082705),48.8082705,2.5536132
10.71C,rue,GRANDE RUE,MORAINVILLIERS,78431,78,POINT (2.3343602 48.8939071),48.8939071,2.3343602
10.71C,rue,D'ORGEVAL,LES ALLUETS-LE-ROI,78010,78,POINT (2.2392048 48.8447165),48.8447165,2.2392048
10.71C,avenue,GEORGES CLEMENCEAU,VILLENNES-SUR-SEINE,78672,78,POINT (2.2500562 48.8326619),48.8326619,2.2500562
10.71C,avenue,DE CLICHY,PARIS 17,75117,75,POINT (2.3300127 48.68491),48.68491,2.3300127
10.71C,rue,DE CHEZY,NEUILLY-SUR-SEINE,92051,92,POINT (2.2419941 48.8269833),48.8269833,2.2419941
10.71C,avenue,CHARLES DE GAULLE,SAINT-MAUR-DES-FOSSES,94068,94,POINT (2.4062443 48.8663436),48.8663436,2.4062443
10.71C,rue,DE VAUGIRARD,PARIS 15,75115,75,POINT (2.2910448 48.8192379),48.8192379,2.2910448
10.71C,rue,DE LA PAROISSE,VERSAILLES,78646,78,POINT (2.4042884 48.9173314),48.9173314,2.4042884
10.71C,rue,BRANCION,PARIS 15,75115,75,POINT (2.393484 48.9000086),48.9000086,2.393484
10.71C,rue,DES PETITS RUISSEAUX,VERRIERES-LE-BUISSON,91645,91,POINT (2.3565008 48.9395302),48.9395302,2.3565008
10.71C,rue,DE L EGLISE,BOUAFLE,78090,78,POINT (2.2097441 49.0230308),49.0230308,2.2097441
10.71C,avenue,DE LA PAIX,CLAMART,92023,92,POINT (2.2897221 48.8842838),48.8842838,2.2897221
10.71C,boulevard,DU ONZE NOVEMBRE 1918,HERBLAY-SUR-SEINE,95306,95,POINT (2.3935107 48.8472087),48.8472087,2.3935107
10.71C,boulevard,NEY,PARIS 18,75118,75,POINT (2.4196892 48.7551618),48.7551618,2.4196892
10.71C,boulevard,DE L HOPITAL,PARIS 13,75113,75,POINT (2.3766577 48.6737566),48.6737566,2.3766577
10.71C,rue,DU GANDOUGET,ELANCOURT,78208,78,POINT (2.0347041 48.9197794),48.9197794,2.0347041
10.71C,place,DE L EGLISE,RUEIL-MALMAISON,92063,92,POINT (2.3524466 48.9382233),48.9382233,2.3524466
10.71C,avenue,PAUL VAILLANT COUTURIER,LA COURNEUVE,93027,93,POINT (2.9460968 48.9577336),48.9577336,2.9460968
10.71C,rue,JULES PRINCET,AULNAY-SOUS-BOIS,93005,93,POINT (2.4120051 48.7344571),48.7344571,2.4120051
10.71C,rue,LE BRUN,PARIS 13,75113,75,POINT (2.489296 48.9390543),48.9390543,2.489296
10.71C,,CHAPERON VERT 1ERE AVENUE,GENTILLY,94037,94,POINT (2.4208831 48.9238879),48.9238879,2.4208831
10.71C,avenue,DUQUESNE,PARIS 7,75107,75,POINT (2.0798472 48.7662971),48.7662971,2.0798472
10.71C,rue,D AVRON,PARIS 20,75120,75,POINT (2.4149526 48.9185967),48.9185967,2.4149526
10.71C,,DES COROLLES,COURBEVOIE,92026,92,POINT (2.3710719 48.8541707),48.8541707,2.3710719
10.71C,,DE MEAUX,SERRIS,77449,77,POINT (2.2933331 48.8125787),48.8125787,2.2933331
10.71C,rue,GAMBETTA,CHELLES,77108,77,POINT (2.1444899 48.8049459),48.8049459,2.1444899
10.71C,rue,DU GENERAL LECLERC,MEAUX,77284,77,POINT (1.8305681 48.9565205),48.9565205,1.8305681
10.71C,rue,CORNILLON,MEAUX,77284,77,POINT (2.3534579 48.8904114),48.8904114,2.3534579
10.71C,allée,JEAN LOUIS BARRAULT,MEAUX,77284,77,POINT (2.3258058 48.8886481),48.8886481,2.3258058
10.71C,rue,ROBESPIERRE,BOIS D'ARCY,78073,78,POINT (2.5261784 48.7556246),48.7556246,2.5261784
10.71C,rue,DE CHARONNE,PARIS 11,75111,75,POINT (2.2091328 48.6991531),48.6991531,2.2091328
10.71C,rue,DE L EGLISE,LIVRY-GARGAN,93046,93,POINT (2.1311939 48.8068213),48.8068213,2.1311939
10.71C,rue,PIERRE BROSSOLETTE,COLOMBES,92025,92,POINT (2.4262888 48.786087),48.786087,2.4262888
10.71C,avenue,DU GENERAL DE GAULLE,L'HAY-LES-ROSES,94038,94,POINT (2.3478652 48.8909793),48.8909793,2.3478652
10.71C,rue,JULES FERRY,VILLENEUVE-LE-ROI,94077,94,POINT (2.272517 48.9098282),48.9098282,2.272517
10.71C,avenue,SECRETAN,PARIS 19,75119,75,POINT (2.2789061 48.8453013),48.8453013,2.2789061
10.71C,place,JULES VERNE,PIERREFITTE-SUR-SEINE,93059,93,POINT (2.2984071 48.7946862),48.7946862,2.2984071
10.71C,rue,NATIONALE,DROCOURT,78202,78,POINT (2.3265353 48.8850945),48.8850945,2.3265353
10.71C,rue,ALBERT SARRAUT,VERSAILLES,78646,78,POINT (2.161402383989436 48.8020041),48.8020041,2.161402383989436
10.71C,rue,DE LA MARE DE TROUX,GUYANCOURT,78297,78,POINT (2.6249133 49.0472183),49.0472183,2.6249133
10.71C,rue,DE WATTIGNIES,PARIS 12,75112,75,POINT (2.6337817 48.5153857),48.5153857,2.6337817
10.71C,rue,SAINT ETIENNE,MELUN,77288,77,POINT (1.9953655 48.9755678),48.9755678,1.9953655
10.71C,avenue,D ARGENTEUIL,ASNIERES-SUR-SEINE,92004,92,POINT (2.2132144 48.8879477),48.8879477,2.2132144
10.71C,boulevard,SAINT DENIS,COURBEVOIE,92026,92,POINT (2.5491325 48.9060153),48.9060153,2.5491325
10.71C,rue,FERDINAND DUVAL,PARIS 4,75104,75,POINT (2.5278699 48.9108312),48.9108312,2.5278699
10.71C,avenue,DE SUFFREN,PARIS 15,75115,75,POINT (2.5333397 48.9082458),48.9082458,2.5333397
10.71C,rue,VERON,ALFORTVILLE,94002,94,POINT (2.5754215 48.8637113),48.8637113,2.5754215
10.71C,avenue,D ARGENTEUIL,ASNIERES-SUR-SEINE,92004,92,POINT (2.3762651 48.6694329),48.6694329,2.3762651
10.71C,rue,BENONI EUSTACHE,VILLEMOMBLE,93077,93,POINT (2.3266933 48.8532474),48.8532474,2.3266933
10.71C,rue,MALEVILLE,PARIS 8,75108,75,POINT (2.2769714 48.8506241),48.8506241,2.2769714
10.71C,rue,DU BEFFROI,BEAUMONT-SUR-OISE,95052,95,POINT (2.6004877 48.9494889),48.9494889,2.6004877
10.71C,rue,DE PARIS,PIERREFITTE-SUR-SEINE,93059,93,POINT (1.987136 48.7786419),48.7786419,1.987136
10.71C,rue,JEAN JAURES,ARNOUVILLE,95019,95,POINT (2.3719385 48.8819095),48.8819095,2.3719385
10.71C,rue,DE L EGLISE,ANGERVILLIERS,91017,91,POINT (2.3063483 48.8272914),48.8272914,2.3063483
10.71C,avenue,ROGER SALENGRO,CHAVILLE,92022,92,POINT (2.3202526 48.9753193),48.9753193,2.3202526
10.71C,avenue,DE SUFFREN,PARIS 7,75107,75,POINT (2.4650543 48.6172343),48.6172343,2.4650543
10.71C,rue,JEAN GOUJON,MONTIGNY-LE-BRETONNEUX,78423,78,POINT (2.3644444 48.8196076),48.8196076,2.3644444
10.71C,avenue,DU GENERAL DE GAULLE,MAISONS-ALFORT,94046,94,POINT (2.3023391 48.881673),48.881673,2.3023391
10.71C,rue,DES LONGS SILLONS,COULOMMIERS,77131,77,POINT (2.356413 48.7879113),48.7879113,2.356413
10.71C,rue,PRADIER,PARIS 19,75119,75,POINT (2.3063483 48.8272914),48.8272914,2.3063483
10.71C,place,BERAULT,VINCENNES,94080,94,POINT (2.6446483 48.5257813),48.5257813,2.6446483
10.71C,rue,DE PARIS,CHARENTON-LE-PONT,94018,94,POINT (2.3534579 48.8904114),48.8904114,2.3534579
10.71C,rue,GABRIEL PERI,COLOMBES,92025,92,POINT (2.5668121 48.8781806),48.8781806,2.5668121
10.71C,,DU 6 JUIN 1944,VILLEPARISIS,77514,77,POINT (2.3411862 48.8845969),48.8845969,2.3411862
10.71C,avenue,J B CLEMENT,BOULOGNE-BILLANCOURT,92012,92,POINT (1.850591 48.9090474),48.9090474,1.850591
10.71C,rue,HOCHE,HOUILLES,78311,78,POINT (2.8669842 48.9464631),48.9464631,2.8669842
10.71C,rue,BASLY,GENNEVILLIERS,92036,92,POINT (2.3445839274965206 48.88790005),48.88790005,2.3445839274965206
10.71C,avenue,PAQUET,ACHERES,78005,78,POINT (2.2452637 48.9000597),48.9000597,2.2452637
10.71C,avenue,HENRI BARBUSSE,LE BLANC-MESNIL,93007,93,POINT (2.2513919 48.901544),48.901544,2.2513919
10.71C,rue,SERPENTE,CHAMPIGNY-SUR-MARNE,94017,94,POINT (2.4221358 49.110644),49.110644,2.4221358
10.71C,place,DE L EGLISE,VILLE-SAINT-JACQUES,77516,77,POINT (2.4891953 48.8948753),48.8948753,2.4891953
10.71C,avenue,DE STALINGRAD,ARGENTEUIL,95018,95,POINT (2.1954764 48.9703813),48.9703813,2.1954764
10.71C,rue,DU MARECHAL LECLERC,SAINT-MAURICE,94069,94,POINT (2.2941734 48.6978681),48.6978681,2.2941734
10.71C,rue,D HAUTPOUL,PARIS 19,75119,75,POINT (2.256884456553608 48.72671905),48.72671905,2.256884456553608
10.71C,rue,STEPHENSON,PARIS 18,75118,75,POINT (2.2588067 48.777676),48.777676,2.2588067
10.71C,rue,DE CHELLES,VAIRES-SUR-MARNE,77479,77,POINT (2.0645425 48.898484),48.898484,2.0645425
10.71C,rue,DE CAMPO FORMIO,PARIS 13,75113,75,POINT (2.5089333 48.771261),48.771261,2.5089333
10.71C,rue,ARISTIDE BRIAND,CONFLANS-SAINTE-HONORINE,78172,78,POINT (2.3664165 48.8769641),48.8769641,2.3664165
10.71C,rue,DE BELLEVILLE,PARIS 20,75120,75,POINT (2.1244813 48.7997093),48.7997093,2.1244813
10.71C,avenue,DE LA RESISTANCE,LE RAINCY,93062,93,POINT (2.228996257945493 48.9149655),48.9149655,2.228996257945493
10.71C,avenue,DU BAC,SAINT-MAUR-DES-FOSSES,94068,94,POINT (2.3560002 48.8695518),48.8695518,2.3560002
10.71C,avenue,CHARLES DE GAULLE,SAINT-MAUR-DES-FOSSES,94068,94,POINT (2.3560002 48.8695518),48.8695518,2.3560002
10.71C,boulevard,BRUNE,PARIS 14,75114,75,POINT (2.3713726 48.8791992),48.8791992,2.3713726
10.71C,rue,SAINT ANTOINE,PARIS 4,75104,75,POINT (2.5411684 48.8065455),48.8065455,2.5411684
10.71C,rue,MASSENA,GRIGNY,91286,91,POINT (2.2577518 48.7134728),48.7134728,2.2577518
10.71C,avenue,DU GENERAL LECLERC,LAGNY-SUR-MARNE,77243,77,POINT (2.283783 48.9673164),48.9673164,2.283783
10.71C,rue,JACOB,PARIS 6,75106,75,POINT (2.3837043 48.7106179),48.7106179,2.3837043
10.71C,avenue,DE NONNEVILLE,AULNAY-SOUS-BOIS,93005,93,POINT (2.4090223 48.9194522),48.9194522,2.4090223
10.71C,avenue,JEAN LOLIVE,PANTIN,93055,93,POINT (2.0454857 48.9276146),48.9276146,2.0454857
10.71C,avenue,CHARLIE CHAPLIN,SAINTE-GENEVIEVE-DES-BOIS,91549,91,POINT (2.3850526 48.5249261),48.5249261,2.3850526
10.71C,rue,DU CLOS VAILLANT,BONDY,93010,93,POINT (2.1510838 48.9083884),48.9083884,2.1510838
10.71C,rue,DE BRUXELLES,MAISONS-ALFORT,94046,94,POINT (2.5191588 48.8540491),48.8540491,2.5191588
10.71C,avenue,DU 1ER MAI,PALAISEAU,91477,91,POINT (2.2205173 48.5893456),48.5893456,2.2205173
10.71C,rue,EUGENE JUMIN,PARIS 19,75119,75,POINT (2.401874 48.9150958),48.9150958,2.401874
10.71C,avenue,ALBERT 1ER,RUEIL-MALMAISON,92063,92,POINT (2.5139147 48.8600841),48.8600841,2.5139147
10.71C,rue,CLAUDE BERNARD,PARIS 5,75105,75,POINT (2.227196 48.7884647),48.7884647,2.227196
10.71C,avenue,GAMBETTA,CHOISY-LE-ROI,94022,94,POINT (2.3748866 48.8070666),48.8070666,2.3748866
10.71C,rue,DE RENNES,PARIS 6,75106,75,POINT (2.5013061 48.812781),48.812781,2.5013061
10.71C,avenue,HENRI BARBUSSE,LE BLANC-MESNIL,93007,93,POINT (2.2575484 48.8859434),48.8859434,2.2575484
10.71C,avenue,DU MAIL,CORBREUSE,91175,91,POINT (2.3463164 48.8519991),48.8519991,2.3463164
10.71C,rue,RAYMOND BERRURIER,LE MESNIL-SAINT-DENIS,78397,78,POINT (2.5704687 48.9406801),48.9406801,2.5704687
10.71C,rue,LOUIS BRAILLE,MEAUX,77284,77,POINT (2.3667162 48.8719659),48.8719659,2.3667162
10.71C,,DE VILLEMOMBLE,BONDY,93010,93,POINT (2.2887822 48.8908895),48.8908895,2.2887822
10.71C,avenue,DE VILLIERS,PARIS 17,75117,75,POINT (2.1573916 48.9943881),48.9943881,2.1573916
10.71C,rue,DES PYRENEES,PARIS 20,75120,75,POINT (2.3308864 48.8327946),48.8327946,2.3308864
10.71C,rue,DES PLANTES,PARIS 14,75114,75,POINT (3.3414592 48.8622482),48.8622482,3.3414592
10.71C,,DE POIGNY,LES BREVIAIRES,78108,78,POINT (2.9555303 48.3877566),48.3877566,2.9555303
10.71C,,FUSILLES DE LA RESISTANCE,NANTERRE,92050,92,POINT (2.2769714 48.8506241),48.8506241,2.2769714
10.71C,boulevard,DE LA VILLETTE,PARIS 10,75110,75,POINT (2.2044586 48.9337069),48.9337069,2.2044586
10.71C,avenue,MAURICE BERTEAUX,SARTROUVILLE,78586,78,POINT (2.41992 48.8760964),48.8760964,2.41992
10.71C,rue,DE LA FOLIE MERICOURT,PARIS 11,75111,75,POINT (2.2963929 48.9879717),48.9879717,2.2963929
10.71C,rue,DU FAUBOURG SAINT MARTIN,PARIS 10,75110,75,POINT (2.5630965 48.9469146),48.9469146,2.5630965
10.71C,place,LE MORILLON,MONTREUIL,93048,93,POINT (2.1908535 48.8571027),48.8571027,2.1908535
10.71C,rue,GUICHARD,CACHAN,94016,94,POINT (2.0937177 48.9989567),48.9989567,2.0937177
10.71C,place,HENRI BARBUSSE,PARAY-VIEILLE-POSTE,91479,91,POINT (2.1699837834145193 48.68288765),48.68288765,2.1699837834145193
10.71C,rue,D ALGER,MASSY,91377,91,POINT (2.4523113 48.7369328),48.7369328,2.4523113
10.71C,boulevard,MASSENA,PARIS 13,75113,75,POINT (2.4470329 48.7294158),48.7294158,2.4470329
10.71C,place,LEPETIT VERGEAT,VIGNEUX-SUR-SEINE,91657,91,POINT (2.3426479 48.8935007),48.8935007,2.3426479
10.71C,rue,DES BAS ROGERS,PUTEAUX,92062,92,POINT (1.7009898225753015 48.83886765),48.83886765,1.7009898225753015
10.71C,rue,DES CLOSEAUX,MAREIL-MARLY,78367,78,POINT (2.3673308 48.8651235),48.8651235,2.3673308
10.71C,avenue,CESAR COLLAVERI,LIVRY-GARGAN,93046,93,POINT (2.3602366 48.8731908),48.8731908,2.3602366
10.71C,rue,DE TOLBIAC,PARIS 13,75113,75,POINT (2.3456101 48.8816227),48.8816227,2.3456101
10.71C,avenue,VICTOR CRESSON,ISSY-LES-MOULINEAUX,92040,92,POINT (2.2262022 48.9126612),48.9126612,2.2262022
10.71C,rue,EMILE ZOLA,BEZONS,95063,95,POINT (2.4968952 48.8917223),48.8917223,2.4968952
10.71C,avenue,DE BOURG LA REINE,BAGNEUX,92007,92,POINT (2.4398937 48.8722068),48.8722068,2.4398937
10.71C,rue,EUGENE RENAULT,MAISONS-ALFORT,94046,94,POINT (2.382592 48.8459015),48.8459015,2.382592
10.71C,avenue,DETOUCHE,VILLEMOMBLE,93077,93,POINT (2.3683392 48.885821),48.885821,2.3683392
10.71C,rue,DE PONTHIEU,PARIS 8,75108,75,POINT (2.3449519 48.826738),48.826738,2.3449519
10.71C,rue,RAYMOND MARCHERON,VANVES,92075,92,POINT (2.3618468 48.7965843),48.7965843,2.3618468
10.71C,rue,DU 27 AOUT,MORTCERF,77318,77,POINT (2.8054594 48.3879477),48.3879477,2.8054594
10.71C,rue,LOUIS CASTEL,GENNEVILLIERS,92036,92,POINT (2.3555562 48.8817784),48.8817784,2.3555562
10.71C,place,DE LA REPUBLIQUE,BAGNEUX,92007,92,POINT (2.5263580007215003 48.774681),48.774681,2.5263580007215003
10.71C,avenue,DE FONTAINEBLEAU,MORET-LOING-ET-ORVANNE,77316,77,POINT (1.9119065 48.9857902),48.9857902,1.9119065
10.71C,rue,DE PARIS,PALAISEAU,91477,91,POINT (2.4090223 48.9194522),48.9194522,2.4090223
10.71C,allée,VIOLLET LE DUC,LE BLANC-MESNIL,93007,93,POINT (2.321867 48.8360687),48.8360687,2.321867
10.71C,rue,PIERRE BROSSOLETTE,RIS-ORANGIS,91521,91,POINT (2.4006686 48.8561136),48.8561136,2.4006686
10.71C,avenue,PABLO PICASSO,NANTERRE,92050,92,POINT (2.324693 48.950712),48.950712,2.324693
10.71C,rue,DU THEATRE,PARIS 15,75115,75,POINT (2.3331354 48.887017),48.887017,2.3331354
10.71C,rue,DU GENERAL DE GAULLE,RAMBOUILLET,78517,78,POINT (2.3836135 48.9697085),48.9697085,2.3836135
10.71C,avenue,DES GOBELINS,PARIS 13,75113,75,POINT (1.9844078 48.8232262),48.8232262,1.9844078
10.71C,rue,GODEFROY,PUTEAUX,92062,92,POINT (2.2985342 48.8967737),48.8967737,2.2985342
10.71C,avenue,DU MARECHAL LECLERC,SOUPPES-SUR-LOING,77458,77,POINT (2.3519228 48.7469545),48.7469545,2.3519228
10.71C,avenue,DE LA LIBERATION,ETAMPES,91223,91,POINT (2.2507015 48.8946569),48.8946569,2.2507015
10.71C,avenue,LENINE,SAINT-DENIS,93066,93,POINT (2.3010407 48.8185283),48.8185283,2.3010407
10.71C,avenue,DE FLANDRE,PARIS 19,75119,75,POINT (2.251546 48.7728616),48.7728616,2.251546
10.71C,rue,MARCEL SEMBAT,VERNEUIL L'ETANG,77493,77,POINT (2.4314208 48.8452908),48.8452908,2.4314208
10.71C,avenue,EUGENE VARLIN,VILLEPARISIS,77514,77,POINT (2.8570676 48.2402235),48.2402235,2.8570676
10.71C,rue,DE CLAYE,LE MESNIL-AMELOT,77291,77,POINT (2.3726956 48.8642543),48.8642543,2.3726956
10.71C,rue,DE VINTIMILLE,PARIS 9,75109,75,POINT (2.3701626 48.8335943),48.8335943,2.3701626
10.71C,avenue,JEAN JAURES,LA COURNEUVE,93027,93,POINT (2.3176345 48.8888155),48.8888155,2.3176345
10.71C,rue,DE FRESNES,CHEVILLY-LARUE,94021,94,POINT (2.3245641061826667 48.8182201),48.8182201,2.3245641061826667
10.71C,avenue,GABRIEL PERI,SAINT-OUEN-SUR-SEINE,93070,93,POINT (2.3496404 48.8582723),48.8582723,2.3496404
10.71C,allée,DE MONTFERMEIL,LE RAINCY,93062,93,POINT (2.6057298 48.8019465),48.8019465,2.6057298
10.71C,rue,DE POISSY,SAINT-GERMAIN-EN-LAYE,78551,78,POINT (2.5006281 48.8840889),48.8840889,2.5006281
10.71C,rue,DES MARCHANDS,COIGNIERES,78168,78,POINT (2.3178461 48.9078688),48.9078688,2.3178461
10.71C,avenue,DE LIVRY,SEVRAN,93071,93,POINT (2.4646049 48.893723),48.893723,2.4646049
10.71C,avenue,JEAN JAURES,SAINT-MAUR-DES-FOSSES,94068,94,POINT (2.5197301 48.9275817),48.9275817,2.5197301
10.71C,place,BERAULT,VINCENNES,94080,94,POINT (2.3305217 49.0381492),49.0381492,2.3305217
10.71C,boulevard,VINCENT AURIOL,PARIS 13,75113,75,POINT (2.4873195 48.9108315),48.9108315,2.4873195
10.71C,rue,D AVRON,PARIS 20,75120,75,POINT (2.4964543 48.7939577),48.7939577,2.4964543
10.71C,avenue,DE FREDY,VILLEMOMBLE,93077,93,POINT (2.66739 48.6847854),48.6847854,2.66739
10.71C,avenue,LENINE,ACHERES,78005,78,POINT (2.2449169 48.8839432),48.8839432,2.2449169
10.71C,rue,DE GASSICOURT,MANTES-LA-JOLIE,78361,78,POINT (2.5012371 48.9214688),48.9214688,2.5012371
10.71C,rue,DE L ILE DE FRANCE,MANTES-LA-VILLE,78362,78,POINT (2.3330516 48.8883021),48.8883021,2.3330516
10.71C,place,DU COMMERCE,MANTES-LA-VILLE,78362,78,POINT (2.3380526 48.8041305),48.8041305,2.3380526
10.71C,rue,ANTOINE LAVOISIER,MANTES-LA-JOLIE,78361,78,POINT (2.3987935 48.9317802),48.9317802,2.3987935
10.71C,rue,DE MOSCOU,PARIS 8,75108,75,POINT (2.091148 49.0129834),49.0129834,2.091148
10.71C,rue,DE BERCY,PARIS 12,75112,75,POINT (2.3159842 48.7047664),48.7047664,2.3159842
10.71C,avenue,DE CLICHY,PARIS 18,75118,75,POINT (2.2132144 48.8879477),48.8879477,2.2132144
10.71C,place,JEAN BAPTISTE COROT,LOUVRES,95351,95,POINT (2.3493935 48.90449),48.90449,2.3493935
10.71C,rue,DES BOULETS,PARIS 11,75111,75,POINT (2.5066248 48.7536413),48.7536413,2.5066248
10.71C,rue,NAVIER,PARIS 17,75117,75,POINT (2.347903 48.8885709),48.8885709,2.347903
10.71C,rue,DE LA GRANDE FONTAINE,SAINT-GERMAIN-EN-LAYE,78551,78,POINT (2.3721735 48.8569879),48.8569879,2.3721735
10.71C,avenue,WINSTON CHURCHILL,LIVRY-GARGAN,93046,93,POINT (2.356819 48.8388187),48.8388187,2.356819
10.71C,rue,JULES GUESDE,GAGNY,93032,93,POINT (2.947939 48.3862373),48.3862373,2.947939
10.71C,rue,SAINT MAUR,PARIS 10,75110,75,POINT (2.4718886 48.821284),48.821284,2.4718886
10.71C,rue,VERON,ALFORTVILLE,94002,94,POINT (2.2033404 48.8707154),48.8707154,2.2033404
10.71C,avenue,DU GENERAL MICHEL BIZOT,PARIS 12,75112,75,POINT (2.1856249 48.8875296),48.8875296,2.1856249
10.71C,rue,DE PARIS,LES LILAS,93045,93,POINT (1.8159949 48.9551429),48.9551429,1.8159949
10.71C,rue,DE BAGNOLET,PARIS 20,75120,75,POINT (2.3726137 48.8903608),48.8903608,2.3726137
10.71C,rue,REGNAULT,PARIS 13,75113,75,POINT (2.1143518 48.8608361),48.8608361,2.1143518
