activitePrincipaleEtablissement,typeVoieEtablissement,libelleVoieEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,departement,geometry,long,lat
10.71C,avenue,DE LA PORTE DE CHOISY,PARIS 13,75113,75,POINT (2.3408664 48.9077713),48.9077713,2.3408664
10.71C,rue,DE VERSAILLES,LONGNES,78346,78,POINT (2.8759734 48.9626643),48.9626643,2.8759734
10.71C,,DE L'ELBE,SERRIS,77449,77,POINT (2.8893029 48.9579832),48.9579832,2.8893029
10.71C,rue,DE PARIS,TOURNAN-EN-BRIE,77470,77,POINT (2.4157403 48.8915477),48.8915477,2.4157403
10.71C,avenue,MOZART,PARIS 16,75116,75,POINT (2.8796429 48.9562644),48.9562644,2.8796429
10.71C,avenue,JOFFRE,LA GARENNE-COLOMBES,92035,92,POINT (2.2615048 48.8003954),48.8003954,2.2615048
10.71C,place,CENDRILLON,GUYANCOURT,78297,78,POINT (2.3135399 48.8818129),48.8818129,2.3135399
10.71C,boulevard,LOUIS BOON,SUCY-EN-BRIE,94071,94,POINT (2.2835858 48.8867891),48.8867891,2.2835858
10.71C,rue,DE BAGNOLET,PARIS 20,75120,75,POINT (2.3867389 48.9203566),48.9203566,2.3867389
10.71C,place,DU GEN DE GAULLE,PONTOISE,95500,95,POINT (2.2949016 48.9874605),48.9874605,2.2949016
10.71C,rue,PASTEUR,PLAISIR,78490,78,POINT (2.3758421 48.8246754),48.8246754,2.3758421
10.71C,rue,DES FRANCS SABLONS,PLAISIR,78490,78,POINT (2.7094919 48.8391484),48.8391484,2.7094919
10.71C,rue,DE LA HARPE,PARIS 5,75105,75,POINT (2.3525527 48.8402591),48.8402591,2.3525527
10.71C,rue,ST PLACIDE,PARIS 6,75106,75,POINT (2.3881028 48.8483066),48.8483066,2.3881028
10.71C,avenue,DU MARECHAL FOCH,BURES-SUR-YVETTE,91122,91,POINT (2.381273 48.9324501),48.9324501,2.381273
10.71C,avenue,DU MARECHAL FOCH,BURES-SUR-YVETTE,91122,91,POINT (2.5420776 48.7011921),48.7011921,2.5420776
10.71C,rue,BERANGER,MALAKOFF,92046,92,POINT (2.6793095 48.9406902),48.9406902,2.6793095
10.71C,rue,DU GENERAL LECLERC,CRETEIL,94028,94,POINT (2.2635116 48.8006735),48.8006735,2.2635116
10.71C,place,SAINT JEAN,MELUN,77288,77,POINT (2.3010407 48.8185283),48.8185283,2.3010407
10.71C,rue,MAURICE THOREZ,NANTERRE,92050,92,POINT (2.3010407 48.8185283),48.8185283,2.3010407
10.71C,rue,MAURICE BERTEAUX,CONFLANS-SAINTE-HONORINE,78172,78,POINT (2.2940543 48.7912321),48.7912321,2.2940543
10.71C,rue,DU GENERAL LECLERC,MORANGIS,91432,91,POINT (2.336455 48.8492162),48.8492162,2.336455
10.71C,rue,SAINT HONORE,PARIS 1,75101,75,POINT (2.4194398 48.854939),48.854939,2.4194398
10.71C,rue,CAULAINCOURT,PARIS 18,75118,75,POINT (2.6231276 48.8851812),48.8851812,2.6231276
10.71C,rue,CHARLES DE GAULLE,SAINTRY-SUR-SEINE,91577,91,POINT (2.707217 48.4867565),48.4867565,2.707217
10.71C,avenue,DUMONT,AULNAY-SOUS-BOIS,93005,93,POINT (2.4123089 48.689119),48.689119,2.4123089
10.71C,rue,DE LANCRY,PARIS 10,75110,75,POINT (2.5951411 48.5667912),48.5667912,2.5951411
10.71C,boulevard,DE MAGENTA,PARIS 10,75110,75,POINT (2.0977862 48.9963798),48.9963798,2.0977862
10.71C,rue,HOUDAN,SCEAUX,92071,92,POINT (2.6962614 48.266339),48.266339,2.6962614
10.71C,rue,DUPETIT THOUARS,PARIS 3,75103,75,POINT (2.3495313 48.8233059),48.8233059,2.3495313
10.71C,rue,NOTRE DAME DES CHAMPS,PARIS 6,75106,75,POINT (1.6366194 48.8229457),48.8229457,1.6366194
10.71C,rue,DES PINSONS,GOUSSAINVILLE,95280,95,POINT (2.3898439 48.8530513),48.8530513,2.3898439
10.71C,rue,GRANDE,FONTAINEBLEAU,77186,77,POINT (2.3848362 48.8495601),48.8495601,2.3848362
10.71C,avenue,GALLIENI,EPINAY-SUR-SEINE,93031,93,POINT (2.325435 48.8231835),48.8231835,2.325435
10.71C,rue,DE VAUGIRARD,PARIS 15,75115,75,POINT (2.2726514 48.8571864),48.8571864,2.2726514
10.71C,avenue,FRANCIS DE PRESSENSE,LE BOURGET,93013,93,POINT (2.2513919 48.901544),48.901544,2.2513919
10.71C,boulevard,FELIX FAURE,SAINT-DENIS,93066,93,POINT (2.1815934 48.8772941),48.8772941,2.1815934
10.71C,rue,JEAN LONGUET,CHATENAY-MALABRY,92019,92,POINT (2.3331354 48.887017),48.887017,2.3331354
10.71C,rue,TIQUETONNE,PARIS 2,75102,75,POINT (2.2960133 48.8366762),48.8366762,2.2960133
10.71C,rue,SAINT MARTIN,EGREVILLE,77168,77,POINT (2.4041777 48.7408169),48.7408169,2.4041777
10.71C,avenue,DU GATINAIS,BRANSLES,77050,77,POINT (2.4879597 48.706621),48.706621,2.4879597
10.71C,rue,GAMBETTA,BOULOGNE-BILLANCOURT,92012,92,POINT (2.3822357 48.9137217),48.9137217,2.3822357
10.71C,rue,DE CAUMARTIN,PARIS 9,75109,75,POINT (1.6326643 50.5203149),50.5203149,1.6326643
10.71C,rue,DE LA POTERNE,MONTMORENCY,95428,95,POINT (2.422303 48.9018024),48.9018024,2.422303
10.71C,rue,GABRIEL PERI,LE PRE-SAINT-GERVAIS,93061,93,POINT (2.3046861 48.6146193),48.6146193,2.3046861
10.71C,rue,ANDRE KARMAN,AUBERVILLIERS,93001,93,POINT (2.5037531 48.9092361),48.9092361,2.5037531
10.71C,rue,VICTOR BASCH,GOUSSAINVILLE,95280,95,POINT (2.4408206 48.9213289),48.9213289,2.4408206
10.71C,rue,PARMENTIER,CHOISY-LE-ROI,94022,94,POINT (2.1916894 48.8916092),48.8916092,2.1916894
10.71C,place,DU BEFFROI,BEAUMONT-SUR-OISE,95052,95,POINT (2.297005 48.8791713),48.8791713,2.297005
10.71C,rue,DE MONTREUIL,PARIS 11,75111,75,POINT (2.3055271 48.8586763),48.8586763,2.3055271
10.71C,place,DE LA NATION,PARIS 12,75112,75,POINT (2.4603652 48.8735401),48.8735401,2.4603652
10.71C,rue,ANSELME,SAINT-OUEN-SUR-SEINE,93070,93,POINT (2.4659774 48.8435769),48.8435769,2.4659774
10.71C,boulevard,DE COURCELLES,PARIS 8,75108,75,POINT (2.372803 48.8836109),48.8836109,2.372803
10.71C,rue,DE L EFFORT MUTUEL,PALAISEAU,91477,91,POINT (2.3740381 48.8472659),48.8472659,2.3740381
10.71C,rue,DES BATIGNOLLES,PARIS 17,75117,75,POINT (2.2071965 48.6988417),48.6988417,2.2071965
10.71C,avenue,JEAN JAURES,CHAMPS-SUR-MARNE,77083,77,POINT (2.2416615 48.8970104),48.8970104,2.2416615
10.71C,boulevard,SOULT,PARIS 12,75112,75,POINT (2.5145925 48.9234286),48.9234286,2.5145925
10.71C,rue,ANTOINE DE SAINT EXUPERY,CORMEILLES-EN-PARISIS,95176,95,POINT (1.9182736 48.9765766),48.9765766,1.9182736
10.71C,avenue,DU GENERAL DE GAULLE,VELIZY-VILLACOUBLAY,78640,78,POINT (2.3599635 48.8343932),48.8343932,2.3599635
10.71C,rue,REMY DUMONCEL,AVON,77014,77,POINT (2.4050369 48.5487626),48.5487626,2.4050369
10.71C,boulevard,BERTHIER,PARIS 17,75117,75,POINT (2.3843371 48.6890977),48.6890977,2.3843371
10.71C,rue,ERNEST RENAN,ISSY-LES-MOULINEAUX,92040,92,POINT (2.5338916 48.8728665),48.8728665,2.5338916
10.71C,rue,GEORGES SEURAT,AULNAY-SOUS-BOIS,93005,93,POINT (2.4316059 48.7867862),48.7867862,2.4316059
10.71C,rue,BIOT,PARIS 17,75117,75,POINT (2.4379943 48.8683627),48.8683627,2.4379943
10.71C,rue,DES PETITS CHAMPS,PARIS 2,75102,75,POINT (2.4015373 48.8599073),48.8599073,2.4015373
10.71C,rue,DE TURENNE,PARIS 3,75103,75,POINT (2.2416761 48.9379809),48.9379809,2.2416761
10.71C,rue,DE SAINTONGE,PARIS 3,75103,75,POINT (2.3300127 48.68491),48.68491,2.3300127
10.71C,rue,MARCEL SEMBAT,HOUILLES,78311,78,POINT (2.2954416 49.0230787),49.0230787,2.2954416
10.71C,rue,DU MARECHAL JUIN,MAISONS-ALFORT,94046,94,POINT (1.8195205 48.9935259),48.9935259,1.8195205
10.71C,avenue,DE PARIS,VINCENNES,94080,94,POINT (2.3176345 48.8888155),48.8888155,2.3176345
10.71C,rue,MEHUL,PANTIN,93055,93,POINT (2.2767823 48.8701666),48.8701666,2.2767823
10.71C,rue,DE LA FOLIE REGNAULT,PARIS 11,75111,75,POINT (2.3644444 48.8196076),48.8196076,2.3644444
10.71C,rue,DANIELLE CASANOVA,AUBERVILLIERS,93001,93,POINT (2.2058373 49.1083954),49.1083954,2.2058373
10.71C,avenue,DE LA REPUBLIQUE,EPINAY-SUR-SEINE,93031,93,POINT (2.4550821 48.8918605),48.8918605,2.4550821
10.71C,boulevard,FOCH,EPINAY-SUR-SEINE,93031,93,POINT (2.3336385 48.8303977),48.8303977,2.3336385
10.71C,rue,DE DOMREMY,PARIS 13,75113,75,POINT (2.3786701 48.5264574),48.5264574,2.3786701
10.71C,rue,JULIEN BOURSIER,VILLIERS-LE-BEL,95680,95,POINT (2.356524 48.8294546),48.8294546,2.356524
10.71C,avenue,DE LA REPUBLIQUE,MONTGERON,91421,91,POINT (1.7185302 48.9894995),48.9894995,1.7185302
10.71C,rue,JOSEPH DIJON,PARIS 18,75118,75,POINT (2.221355 48.9305967),48.9305967,2.221355
10.71C,rue,D ALESIA,PARIS 14,75114,75,POINT (2.2203835 48.9538579),48.9538579,2.2203835
10.71C,rue,DU GENERAL LECLERC,BOIS-COLOMBES,92009,92,POINT (2.3680826 48.8040928),48.8040928,2.3680826
10.71C,rue,DU GENERAL DE LARMINAT,CRETEIL,94028,94,POINT (2.3830318 48.8590631),48.8590631,2.3830318
10.71C,rue,LEFEBVRE,PARIS 15,75115,75,POINT (2.1114068 48.8968201),48.8968201,2.1114068
10.71C,rue,DE CHARONNE,PARIS 11,75111,75,POINT (2.4328157 48.9423998),48.9423998,2.4328157
10.71C,boulevard,DE CHARONNE,PARIS 11,75111,75,POINT (2.3510906 48.8953716),48.8953716,2.3510906
10.71C,avenue,LENINE,ACHERES,78005,78,POINT (2.3673308 48.8651235),48.8651235,2.3673308
10.71C,place,DU QUATORZE JUILLET,ACHERES,78005,78,POINT (2.2526491 48.5864528),48.5864528,2.2526491
10.71C,boulevard,DE L HOPITAL,PARIS 5,75105,75,POINT (1.683478 48.9955282),48.9955282,1.683478
10.71C,rue,CHAMPIONNET,PARIS 18,75118,75,POINT (2.433185 48.8572675),48.8572675,2.433185
10.71C,avenue,DU HUIT MAI 1945,SAVIGNY-LE-TEMPLE,77445,77,POINT (1.7013895 49.0629638),49.0629638,1.7013895
10.71C,place,MIROIR D EAU,SAVIGNY-LE-TEMPLE,77445,77,POINT (2.5125421 48.8344012),48.8344012,2.5125421
10.71C,rue,RAYMOND LOSSERAND,PARIS 14,75114,75,POINT (2.4283213 48.9814888),48.9814888,2.4283213
10.71C,boulevard,JEAN JAURES,CLICHY,92024,92,POINT (2.9082559 48.857684),48.857684,2.9082559
10.71C,rue,ETIENNE DOLET,ALFORTVILLE,94002,94,POINT (1.8164241 48.9558439),48.9558439,1.8164241
10.71C,rue,JOUFFROY D'ABBANS,PARIS 17,75117,75,POINT (2.296977 48.9176462),48.9176462,2.296977
10.71C,boulevard,DE BRANDEBOURG,IVRY-SUR-SEINE,94041,94,POINT (2.3610831 49.0303899),49.0303899,2.3610831
10.71C,place,GEORGES POMPIDOU,POISSY,78498,78,POINT (2.209016 48.5576847),48.5576847,2.209016
10.71C,rue,DU 11 NOVEMBRE 1918,POISSY,78498,78,POINT (2.4257561 48.8952514),48.8952514,2.4257561
10.71C,avenue,MAURICE UTRILLO,ARGENTEUIL,95018,95,POINT (3.0232699 48.8295443),48.8295443,3.0232699
10.71C,boulevard,DE GRENELLE,PARIS 15,75115,75,POINT (2.3689556 48.8291769),48.8291769,2.3689556
10.71C,rue,DE SEVRES,PARIS 7,75107,75,POINT (2.3108745 48.8703193),48.8703193,2.3108745
10.71C,place,EDOUARD CHENNEVIERES,BIEVRES,91064,91,POINT (2.3238771 48.7777762),48.7777762,2.3238771
10.71C,place,MAGASINS DE L'OPERA COMIQUE,PARIS 17,75117,75,POINT (2.3669606 48.8576434),48.8576434,2.3669606
10.71C,rue,LARMEROUX,VANVES,92075,92,POINT (2.1854047 48.9281612),48.9281612,2.1854047
10.71C,,DES MOUTIERS,GARGENVILLE,78267,78,POINT (2.3236132 48.8137689),48.8137689,2.3236132
10.71C,boulevard,DE PICPUS,PARIS 12,75112,75,POINT (2.4045983 48.8778788),48.8778788,2.4045983
10.71C,rue,DES ECOLES,PARIS 5,75105,75,POINT (2.3770582 48.8003317),48.8003317,2.3770582
10.71C,avenue,GAMBETTA,CHOISY-LE-ROI,94022,94,POINT (2.3833506 48.7963735),48.7963735,2.3833506
10.71C,boulevard,DE PORT ROYAL,PARIS 13,75113,75,POINT (2.4663424 48.8909171),48.8909171,2.4663424
10.71C,,CHARLES DE GAULLE,NOGENT-SUR-MARNE,94052,94,POINT (2.256538 48.9554125),48.9554125,2.256538
10.71C,rue,DES PETITS CARREAUX,PARIS 2,75102,75,POINT (2.3510906 48.8953716),48.8953716,2.3510906
10.71C,rue,DE LA GARE,AUBERGENVILLE,78029,78,POINT (2.7071907 48.8286644),48.8286644,2.7071907
10.71C,rue,LORGET,SAINT-DENIS,93066,93,POINT (2.3603668 48.7755119),48.7755119,2.3603668
10.71C,rue,D'OURDY,REAU,77384,77,POINT (2.281728 48.9059601),48.9059601,2.281728
10.71C,boulevard,GALLIENI,VILLENEUVE-LA-GARENNE,92078,92,POINT (2.3766577 48.6737566),48.6737566,2.3766577
10.71C,rue,DES TOURNELLES,L'HAY-LES-ROSES,94038,94,POINT (2.3488014 48.805736),48.805736,2.3488014
10.71C,rue,DES VOLONTAIRES,PARIS 15,75115,75,POINT (2.1767266 48.9349207),48.9349207,2.1767266
10.71C,rue,ARISTIDE BRIAND,OSNY,95476,95,POINT (2.4016049 48.834076),48.834076,2.4016049
10.71C,rue,ESTIENNE D ORVES,VERRIERES-LE-BUISSON,91645,91,POINT (2.4171443 48.893969),48.893969,2.4171443
10.71C,rue,BOUFFLERS,SAINT-GERMAIN-EN-LAYE,78551,78,POINT (2.4752779 48.9282771),48.9282771,2.4752779
10.71C,rue,DE PARIS,SAINT-GERMAIN-EN-LAYE,78551,78,POINT (2.2803437 48.9140324),48.9140324,2.2803437
10.71C,rue,D HERBLAY,SAINT OUEN L'AUMONE,95572,95,POINT (2.409051 48.8886149),48.8886149,2.409051
10.71C,chemin,DU BAC DE RIS,DRAVEIL,91201,91,POINT (2.3470376 48.8881747),48.8881747,2.3470376
10.71C,rue,HENRI BARBUSSE,MONTFERMEIL,93047,93,POINT (2.3393365 48.8774814),48.8774814,2.3393365
10.71C,avenue,FRANKLIN ROOSEVELT,MITRY-MORY,77294,77,POINT (2.3558927211425074 48.88226545),48.88226545,2.3558927211425074
10.71C,avenue,D ALFORTVILLE,CHOISY-LE-ROI,94022,94,POINT (2.2281941 48.6430461),48.6430461,2.2281941
10.71C,avenue,DE PARIS,VINCENNES,94080,94,POINT (2.329006 48.8590128),48.8590128,2.329006
10.71C,rue,COLLIN,PUTEAUX,92062,92,POINT (2.274637 48.8684448),48.8684448,2.274637
10.71C,avenue,DE LA REPUBLIQUE,FONTENAY-SOUS-BOIS,94033,94,POINT (2.1156911 48.8293907),48.8293907,2.1156911
10.71C,rue,JEAN JAURES,STAINS,93072,93,POINT (2.297005 48.8791713),48.8791713,2.297005
10.71C,rue,JEAN JAURES,STAINS,93072,93,POINT (2.2852003 48.8519182),48.8519182,2.2852003
10.71C,avenue,GABRIEL PERI,SAINTE-GENEVIEVE-DES-BOIS,91549,91,POINT (2.3475844 48.8582679),48.8582679,2.3475844
10.71C,avenue,GABRIEL PERI,SAINTE-GENEVIEVE-DES-BOIS,91549,91,POINT (2.329006 48.8590128),48.8590128,2.329006
10.71C,avenue,GABRIEL PERI,SAINTE-GENEVIEVE-DES-BOIS,91549,91,POINT (2.905095 48.9495837),48.9495837,2.905095
10.71C,rue,HAYDN,SAINT-DENIS,93066,93,POINT (2.3290513 48.9564186),48.9564186,2.3290513
10.71C,place,PIERRE SEMARD,VILLENEUVE-SAINT-GEORGES,94078,94,POINT (2.0271546 48.7739547),48.7739547,2.0271546
10.71C,place,DE LA FONTAINE,CERGY,95127,95,POINT (2.3039848 48.8270612),48.8270612,2.3039848
10.71C,place,DE LA FONTAINE,CERGY,95127,95,POINT (2.244275 48.9054),48.9054,2.244275
10.71C,rue,ACHILLE DOMART,AUBERVILLIERS,93001,93,POINT (2.1656189 48.943988),48.943988,2.1656189
10.71C,boulevard,DE STRASBOURG,NOGENT-SUR-MARNE,94052,94,POINT (2.2693152 48.9320631),48.9320631,2.2693152
10.71C,avenue,DE JOINVILLE,NOGENT-SUR-MARNE,94052,94,POINT (2.2610761 48.8206418),48.8206418,2.2610761
10.71C,boulevard,CARNOT,CARRIERES-SUR-SEINE,78124,78,POINT (2.3284072782258054 48.4751895),48.4751895,2.3284072782258054
10.71C,rue,OBERKAMPF,JOUY-EN-JOSAS,78322,78,POINT (2.2244964 48.866406),48.866406,2.2244964
10.71C,,DES AULNETTES,BULLION,78120,78,POINT (2.4215609 48.8016916),48.8016916,2.4215609
10.71C,avenue,GUY DE COUBERTIN,SAINT-REMY-LES-CHEVREUSE,78575,78,POINT (2.3896042 48.9737489),48.9737489,2.3896042
10.71C,rue,DE CHERBOURG,BRY-SUR-MARNE,94015,94,POINT (2.3802124 48.9288559),48.9288559,2.3802124
10.71C,rue,HENRI LANGLOIS,DRANCY,93029,93,POINT (2.3555562 48.8817784),48.8817784,2.3555562
10.71C,rue,DU DOCTEUR BAUER,SAINT-OUEN-SUR-SEINE,93070,93,POINT (2.4451786 48.8667824),48.8667824,2.4451786
10.71C,avenue,CLEMENCEAU,MEAUX,77284,77,POINT (2.4335520814230125 48.618709100000004),48.618709100000004,2.4335520814230125
10.71C,rue,DU FAUBOURG ST NICOLAS,MEAUX,77284,77,POINT (2.424029 48.8707501),48.8707501,2.424029
10.71C,rue,JEAN NICOT,PANTIN,93055,93,POINT (2.5116399 48.7779358),48.7779358,2.5116399
10.71C,avenue,MAL DE LATTRE DE TASSIGNY,SAINT-MAURICE,94069,94,POINT (2.4030058 48.9218847),48.9218847,2.4030058
10.71C,rue,D ODESSA,PARIS 14,75114,75,POINT (2.5993135 48.8109966),48.8109966,2.5993135
10.71C,avenue,RENE SAMUEL,CLAMART,92023,92,POINT (3.0604004 48.8189626),48.8189626,3.0604004
10.71C,avenue,DE VILLIERS,PARIS 17,75117,75,POINT (2.227323 48.8705852),48.8705852,2.227323
10.71C,rue,LOUISE MICHEL,LEVALLOIS-PERRET,92044,92,POINT (2.2723747 48.9674593),48.9674593,2.2723747
10.71C,rue,PIERRE CURIE,LA COURNEUVE,93027,93,POINT (2.227642 48.870795),48.870795,2.227642
10.71C,avenue,DE PARIS,SOISY-SOUS-MONTMORENCY,95598,95,POINT (2.2129847 48.8124241),48.8124241,2.2129847
10.71C,rue,DE PATAY,PARIS 13,75113,75,POINT (2.4004498 48.8671649),48.8671649,2.4004498
10.71C,rue,JEAN MONNET,BUSSY-SAINT-GEORGES,77058,77,POINT (2.5338916 48.8728665),48.8728665,2.5338916
10.71C,rue,CENSIER,PARIS 5,75105,75,POINT (2.4409527067093983 48.621460799999994),48.621460799999994,2.4409527067093983
10.71C,rue,CLAUDE TILLIER,PARIS 12,75112,75,POINT (2.0113848 49.048693),49.048693,2.0113848
10.71C,rue,DU GENERAL LECLERC,MANDRES-LES-ROSES,94047,94,POINT (2.0343064 49.0496433),49.0496433,2.0343064
10.71C,avenue,PASTEUR,CLAYE-SOUILLY,77118,77,POINT (2.3456459 48.8636128),48.8636128,2.3456459
10.71C,avenue,AUGUSTIN DUMONT,MALAKOFF,92046,92,POINT (1.6592857 48.7420474),48.7420474,1.6592857
10.71C,avenue,AUGUSTIN DUMONT,MALAKOFF,92046,92,POINT (2.5218355 48.9122556),48.9122556,2.5218355
10.71C,rue,DU LNT GEORGES KEISER,SANNOIS,95582,95,POINT (2.382592 48.8459015),48.8459015,2.382592
10.71C,boulevard,BRUNE,PARIS 14,75114,75,POINT (2.167962 48.9914352),48.9914352,2.167962
10.71C,rue,DE VAUGIRARD,PARIS 15,75115,75,POINT (2.2559122 48.8373928),48.8373928,2.2559122
10.71C,rue,VOLTAIRE,BOBIGNY,93008,93,POINT (2.2418104 48.8440156),48.8440156,2.2418104
10.71C,rue,GEORGES CLEMENCEAU,CHARTRETTES,77096,77,POINT (2.1701692 48.5658903),48.5658903,2.1701692
10.71C,avenue,JEAN JAURES,DRAVEIL,91201,91,POINT (2.1701692 48.5658903),48.5658903,2.1701692
10.71C,avenue,CHARLES MONIER,CESSON,77067,77,POINT (2.1701692 48.5658903),48.5658903,2.1701692
10.71C,avenue,DES BOIS VERTS,VERT-SAINT-DENIS,77495,77,POINT (2.2424141 48.9547409),48.9547409,2.2424141
10.71C,rue,DES CHAMPS ELYSEES,GENTILLY,94037,94,POINT (2.3531704 48.8219389),48.8219389,2.3531704
10.71C,place,DU COLONEL COUTISSON,CONFLANS-SAINTE-HONORINE,78172,78,POINT (2.3003133 48.9010264),48.9010264,2.3003133
10.71C,place,DE LA REPUBLIQUE,NEMOURS,77333,77,POINT (2.3560002 48.8695518),48.8695518,2.3560002
10.71C,,DE HOUDAN,MANTES-LA-VILLE,78362,78,POINT (2.377434 48.9960724),48.9960724,2.377434
10.71C,avenue,PHILIPPE BUR,MOISSY-CRAMAYEL,77296,77,POINT (2.3534579 48.8904114),48.8904114,2.3534579
10.71C,rue,DE LA FONTAINE A MULARD,PARIS 13,75113,75,POINT (2.3631694 48.8550149),48.8550149,2.3631694
10.71C,place,DU CHATEAU,RICHEBOURG,78520,78,POINT (2.4385115 48.9463602),48.9463602,2.4385115
10.71C,rue,ALEXANDRE DUMAS,PARIS 11,75111,75,POINT (2.3393365 48.8774814),48.8774814,2.3393365
10.71C,rue,DE REUILLY,PARIS 12,75112,75,POINT (2.3788832 48.8596635),48.8596635,2.3788832
10.71C,place,DU 25 AOUT 1944,PARIS 14,75114,75,POINT (2.2364594 48.810429),48.810429,2.2364594
10.71C,avenue,MOZART,PARIS 16,75116,75,POINT (1.9190777 48.7506461),48.7506461,1.9190777
10.71C,avenue,DE LA REPUBLIQUE,COURBEVOIE,92026,92,POINT (1.9402178 48.7729764),48.7729764,1.9402178
10.71C,rue,PAUL VAILLANT COUTURIER,RUEIL-MALMAISON,92063,92,POINT (2.3952202 48.7438424),48.7438424,2.3952202
10.71C,avenue,AUGUSTIN DUMONT,MALAKOFF,92046,92,POINT (2.4168032 48.9950339),48.9950339,2.4168032
10.71C,avenue,DE STALINGRAD,STAINS,93072,93,POINT (2.2221562 48.8566969),48.8566969,2.2221562
10.71C,rue,CAULAINCOURT,PARIS 18,75118,75,POINT (2.5479143 48.8785021),48.8785021,2.5479143
10.71C,rue,DOMBASLE,PARIS 15,75115,75,POINT (2.3718374 48.8475344),48.8475344,2.3718374
10.71C,rue,DU 11 NOVEMBRE 1918,ORLY,94054,94,POINT (2.2836256 48.9927619),48.9927619,2.2836256
10.71C,rue,GABRIEL PERI,YERRES,91691,91,POINT (2.414175 48.7611824),48.7611824,2.414175
10.71C,allée,DES SAULES,BRETIGNY-SUR-ORGE,91103,91,POINT (2.2556764 48.7922593),48.7922593,2.2556764
10.71C,avenue,ARISTIDE BRIAND,LES PAVILLONS-SOUS-BOIS,93057,93,POINT (2.4090223 48.9194522),48.9194522,2.4090223
10.71C,rue,HENRI BARBUSSE,NANTERRE,92050,92,POINT (2.3538365 48.8846948),48.8846948,2.3538365
10.71C,rue,DES ROCHES,MONTREUIL,93048,93,POINT (2.3496153 48.8493916),48.8493916,2.3496153
10.71C,place,MOREAU DAVID,FONTENAY-SOUS-BOIS,94033,94,POINT (2.3553307 48.8546678),48.8546678,2.3553307
10.71C,avenue,JEAN JAURES,PARIS 19,75119,75,POINT (2.238081 48.8432647),48.8432647,2.238081
10.71C,rue,MICHEL CHASLES,PARIS 12,75112,75,POINT (2.3784803 48.8485036),48.8485036,2.3784803
10.71C,rue,DE PARIS,ORSAY,91471,91,POINT (2.4386198 48.8471167),48.8471167,2.4386198
10.71C,rue,DE ROUEN,COURBEVOIE,92026,92,POINT (2.2887822 48.8908895),48.8908895,2.2887822
10.71C,avenue,DE LA GARE DE L ABBAYE,AULNAY-SOUS-BOIS,93005,93,POINT (2.373035741429623 48.8451154),48.8451154,2.373035741429623
10.71C,rue,LOUIS BLERIOT,LES MUREAUX,78440,78,POINT (2.0911899 48.8965644),48.8965644,2.0911899
10.71C,rue,DE CAMPO FORMIO,PARIS 13,75113,75,POINT (2.1311939 48.8068213),48.8068213,2.1311939
10.71C,rue,DE DRAVEIL,JUVISY-SUR-ORGE,91326,91,POINT (2.3633045 48.7048875),48.7048875,2.3633045
10.71C,rue,DES CHARDONNERETS,NEUILLY-SUR-MARNE,93050,93,POINT (2.2240389 48.9283251),48.9283251,2.2240389
10.71C,rue,DE DIJON,ALFORTVILLE,94002,94,POINT (2.3904079 48.9775581),48.9775581,2.3904079
10.71C,rue,ERNEST SAVART,MONTREUIL,93048,93,POINT (2.2789061 48.8453013),48.8453013,2.2789061
10.71C,rue,DES PYRENEES,PARIS 20,75120,75,POINT (2.2896345 48.8323435),48.8323435,2.2896345
10.71C,rue,HENRI BARBUSSE,ARGENTEUIL,95018,95,POINT (2.2565654 48.8940542),48.8940542,2.2565654
10.71C,place,BEAUMARCHAIS,SAVIGNY-SUR-ORGE,91589,91,POINT (2.4021788 48.8333134),48.8333134,2.4021788
10.71C,rue,DE PARIS,MONTLIGNON,95426,95,POINT (2.4563884 48.9255704),48.9255704,2.4563884
10.71C,rue,DES FLAMICHONS,GARGENVILLE,78267,78,POINT (2.5328892 48.8666579),48.8666579,2.5328892
10.71C,rue,BROCHANT,PARIS 17,75117,75,POINT (2.3663373 48.8330305),48.8330305,2.3663373
10.71C,rue,DE LA FAISANDERIE,PARIS 16,75116,75,POINT (2.3347752 48.7782308),48.7782308,2.3347752
10.71C,rue,DU FBG ST ANTOINE,PARIS 11,75111,75,POINT (2.2858402 48.9330894),48.9330894,2.2858402
10.71C,rue,ERNEST SAVART,MONTREUIL,93048,93,POINT (2.3256907 48.8933482),48.8933482,2.3256907
10.71C,boulevard,MASSENA,PARIS 13,75113,75,POINT (2.3900454 48.9997455),48.9997455,2.3900454
10.71C,rue,DU MARECHAL FOCH,PARMAIN,95480,95,POINT (2.0139333 48.9387607),48.9387607,2.0139333
10.71C,rue,JEAN JAURES,NOISY-LE-SEC,93053,93,POINT (2.3308864 48.8327946),48.8327946,2.3308864
10.71C,avenue,RENE COTY,PARIS 14,75114,75,POINT (1.6740776 48.7729229),48.7729229,1.6740776
10.71C,rue,DU MARTROY,BALLANCOURT-SUR-ESSONNE,91045,91,POINT (2.3292326 48.7396477),48.7396477,2.3292326
10.71C,rue,THIERS,MANTES-LA-JOLIE,78361,78,POINT (2.3398213 48.8621986),48.8621986,2.3398213
10.71C,,DE HOUDAN,MANTES-LA-VILLE,78362,78,POINT (2.524188 49.1005081),49.1005081,2.524188
10.71C,rue,D AVRON,PARIS 20,75120,75,POINT (2.2619052 48.9486459),48.9486459,2.2619052
