activitePrincipaleEtablissement,typeVoieEtablissement,libelleVoieEtablissement,libelleCommuneEtablissement,codePostalEtablissement,departement,geometry,long,lat
10.71C,rue,GRAND RUE,CHOISY-EN-BRIE,77320,77,POINT (48.8727703 2.3788139),2.3788139,48.8727703
10.71C,place,PAUL GAUGUIN,DAMMARIE-LES-LYS,77190,77,POINT (48.9176027 2.3786722),2.3786722,48.9176027
10.71C,,THIERS,LE RAINCY,93340,93,POINT (48.9423604 2.1958531),2.1958531,48.9423604
10.71C,rue,DE LA PAPETERIE,CORBEIL-ESSONNES,91100,91,POINT (48.6541425 2.3455032),2.3455032,48.6541425
10.71C,rue,DE BERCY,PARIS 12,75012,75,POINT (48.7682234 2.0531247),2.0531247,48.7682234
10.71C,rue,MAUBLANC,PARIS 15,75015,75,POINT (48.9511438 2.3281464),2.3281464,48.9511438
10.71C,rue,SAINTE MARIE,COURBEVOIE,92400,92,POINT (48.812781 2.5013061),2.5013061,48.812781
10.71C,boulevard,LOUIS LEMELLE,POISSY,78300,78,POINT (48.7943262 3.2720920999642162),3.2720920999642162,48.7943262
10.71C,avenue,FELIX FAURE,PARIS 15,75015,75,POINT (48.9133527 2.2578987),2.2578987,48.9133527
10.71C,rue,DE LA CONVENTION,PARIS 15,75015,75,POINT (48.9187672 2.1869374),2.1869374,48.9187672
10.71C,rue,DE PARIS,LES LILAS,93260,93,POINT (48.8070666 2.3748866),2.3748866,48.8070666
10.71C,,DE VERDUN,ORSAY,91400,91,POINT (48.9766872 2.8736131),2.8736131,48.9766872
10.71C,,DU SOUVENIR FRANCAIS,LA GARENNE-COLOMBES,92250,92,POINT (48.7929399 2.366371),2.366371,48.7929399
10.71C,rue,CAMILLE DESMOULINS,ISSY-LES-MOULINEAUX,92130,92,POINT (48.8774814 2.3393365),2.3393365,48.8774814
10.71C,avenue,DU DOCTEUR ARNOLD NETTER,PARIS 12,75012,75,POINT (48.9101285 2.3966252),2.3966252,48.9101285
10.71C,avenue,ROGER SALENGRO,SAVIGNY-SUR-ORGE,91600,91,POINT (48.7962669 2.3214712),2.3214712,48.7962669
10.71C,allée,MAURICE AUDIN,CLICHY-SOUS-BOIS,93390,93,POINT (48.7621182 1.9444102),1.9444102,48.7621182
10.71C,rue,EDGAR DEGAS,GARGES-LES-GONESSE,95140,95,POINT (48.4146746 3.2380187),3.2380187,48.4146746
10.71C,avenue,DU CHATEAU DU LOIR,COURBEVOIE,92400,92,POINT (48.9037226 2.2326083),2.2326083,48.9037226
10.71C,boulevard,DE PORT ROYAL,PARIS 5,75005,75,POINT (48.7825764 2.3808407),2.3808407,48.7825764
10.71C,rue,GERMAIN CHATENAY,SAINT-BRICE-SOUS-FORET,95350,95,POINT (48.6073576 2.4838443),2.4838443,48.6073576
10.71C,rue,DE MEAUX,VAUJOURS,93410,93,POINT (48.8899727 2.0884103),2.0884103,48.8899727
10.71C,avenue,LOUIS LARIVIERE,DUGNY,93440,93,POINT (48.7956539 2.4337884),2.4337884,48.7956539
10.71C,boulevard,VOLTAIRE,PARIS 11,75011,75,POINT (48.9468294 2.5368393),2.5368393,48.9468294
10.71C,avenue,D IVRY,PARIS 13,75013,75,POINT (48.727652 2.3246911),2.3246911,48.727652
10.71C,rue,PAUL VAILLANT COUTURIER,LEVALLOIS-PERRET,92300,92,POINT (48.8917761 2.4538359),2.4538359,48.8917761
10.71C,rue,JEAN D ALEMBERT,SAINTE-GENEVIEVE-DES-BOIS,91700,91,POINT (48.8635024 2.2011193),2.2011193,48.8635024
10.71C,boulevard,DE LA REPUBLIQUE,SAINT-CLOUD,92210,92,POINT (48.8767324 2.7045589),2.7045589,48.8767324
10.71C,rue,MADAME,PARIS 6,75006,75,POINT (48.9140395 2.5783129),2.5783129,48.9140395
10.71C,avenue,MARCEAU,DRANCY,93700,93,POINT (48.9923918 1.8480492),1.8480492,48.9923918
10.71C,rue,JEAN JAURES,VILLIERS-SUR-ORGE,91700,91,POINT (48.834702 2.2886139),2.2886139,48.834702
10.71C,avenue,PASTEUR,COURBEVOIE,92400,92,POINT (48.8333134 2.4021788),2.4021788,48.8333134
10.71C,avenue,DE LA REPUBLIQUE,NANTERRE,92000,92,POINT (48.8599073 2.4015373),2.4015373,48.8599073
10.71C,rue,LETORT,PARIS 18,75018,75,POINT (48.6824954 2.3437699),2.3437699,48.6824954
10.71C,allée,JEAN LOUIS BARRAULT,MEAUX,77100,77,POINT (48.7160497 2.3571082),2.3571082,48.7160497
10.71C,rue,DU FAUBOURG ST NICOLAS,MEAUX,77100,77,POINT (48.8422464 2.291007),2.291007,48.8422464
10.71C,rue,DE LA SABLIERE,ASNIERES-SUR-SEINE,92600,92,POINT (48.8974036 2.3270761),2.3270761,48.8974036
10.71C,rue,LUCIEN SAMPAIX,MORSANG-SUR-ORGE,91390,91,POINT (48.3005285 2.699723),2.699723,48.3005285
10.71C,rue,JEAN JAURES,VILLEJUIF,94800,94,POINT (48.8791561 2.7048184),2.7048184,48.8791561
10.71C,rue,DES ECOLES,PARIS 5,75005,75,POINT (48.6756884 2.3535945),2.3535945,48.6756884
10.71C,rue,EDGAR DEGAS,LA QUEUE-EN-BRIE,94510,94,POINT (48.8257595 2.2968483),2.2968483,48.8257595
10.71C,rue,ORDENER,PARIS 18,75018,75,POINT (48.7475499 2.480994),2.480994,48.7475499
10.71C,avenue,CHARLES MONIER,CESSON,77240,77,POINT (48.810328 2.3622359),2.3622359,48.810328
10.71C,rue,CHARLES DE GAULLE,ALFORTVILLE,94140,94,POINT (48.7897941 2.3040265),2.3040265,48.7897941
10.71C,place,LUCIEN BOILLEAU,MORANGIS,91420,91,POINT (48.9037619 2.3008699),2.3008699,48.9037619
10.71C,avenue,DE SAINT OUEN,PARIS 18,75018,75,POINT (48.8627034 2.2738529),2.2738529,48.8627034
10.71C,rue,DE SEINE,SEINE-PORT,77240,77,POINT (49.049841 2.0924866),2.0924866,49.049841
10.71C,rue,DE BIEVRES,SACLAY,91400,91,POINT (48.8773629 2.3384771),2.3384771,48.8773629
10.71C,rue,DU RETRAIT,PARIS 20,75020,75,POINT (48.8586763 2.3055271),2.3055271,48.8586763
10.71C,rue,DU MANS,NANTERRE,92000,92,POINT (48.8835131 2.3343024),2.3343024,48.8835131
10.71C,rue,DE PARIS,NOISY-LE-SEC,93130,93,POINT (48.8993139 2.5615489),2.5615489,48.8993139
10.71C,rue,HENRI BARBUSSE,SAINT-DENIS,93200,93,POINT (49.1586462 1.8536298),1.8536298,49.1586462
10.71C,rue,LINNE,PARIS 5,75005,75,POINT (48.82609 2.2931478),2.2931478,48.82609
10.71C,rue,HENRI MARTIN,VANVES,92170,92,POINT (48.9034167 2.5068939),2.5068939,48.9034167
10.71C,avenue,DU MARECHAL LECLERC,SOUPPES-SUR-LOING,77460,77,POINT (50.4099837 1.9241584),1.9241584,50.4099837
10.71C,rue,MAGENTA,PANTIN,93500,93,POINT (48.9410046 2.352645),2.352645,48.9410046
10.71C,avenue,DU MAINE,PARIS 14,75014,75,POINT (48.9436123 2.2286838),2.2286838,48.9436123
10.71C,rue,DES PELLETIERS,LA FERTE-SOUS-JOUARRE,77260,77,POINT (48.8691606 2.417048),2.417048,48.8691606
10.71C,avenue,PIERRE SEMARD,BEAUCHAMP,95250,95,POINT (48.8794312 2.2386254),2.2386254,48.8794312
10.71C,avenue,LONGUEIL,MAISONS-LAFFITTE,78600,78,POINT (48.870795 2.227642),2.227642,48.870795
10.71C,avenue,DE MAINTENON,LE CHESNAY-ROCQUENCOURT,78150,78,POINT (48.8492656 2.0548836),2.0548836,48.8492656
10.71C,place,NOTRE DAME,PONTOISE,95300,95,POINT (48.909692 2.5143079),2.5143079,48.909692
10.71C,rue,LEON FROT,PARIS 11,75011,75,POINT (48.7106528 2.4854698),2.4854698,48.7106528
10.71C,rue,DU GENERAL DE GAULLE,POISSY,78300,78,POINT (48.80450475 1.9683854893502155),1.9683854893502155,48.80450475
10.71C,rue,DE VAUGIRARD,PARIS 15,75015,75,POINT (48.8215772 2.3722808),2.3722808,48.8215772
10.71C,rue,DE BELLEVILLE,PARIS 20,75020,75,POINT (48.8163624 2.3494709),2.3494709,48.8163624
10.71C,rue,AMELOT,PARIS 11,75011,75,POINT (48.8820538 2.3155897),2.3155897,48.8820538
10.71C,avenue,JULIEN DURANTON,VALENTON,94460,94,POINT (48.8128696 2.3714886),2.3714886,48.8128696
10.71C,avenue,GABRIEL PERI,SAINT-OUEN-SUR-SEINE,93400,93,POINT (48.8264755 2.4055816795203904),2.4055816795203904,48.8264755
10.71C,boulevard,FELIX FAURE,SAINT-DENIS,93200,93,POINT (48.9144027 2.4122044),2.4122044,48.9144027
10.71C,rue,FRANCOIS MITTERRAND,BOUFFEMONT,95570,95,POINT (48.9001945 2.2690982),2.2690982,48.9001945
10.71C,rue,DE MONTREUIL,VINCENNES,94300,94,POINT (48.9285133 2.4613617),2.4613617,48.9285133
10.71C,avenue,DU GENERAL DE GAULLE,VILLEPARISIS,77270,77,POINT (48.9380156 2.2361979),2.2361979,48.9380156
10.71C,avenue,CARNOT,GARGES-LES-GONESSE,95140,95,POINT (48.9357329 2.3383973),2.3383973,48.9357329
10.71C,rue,LEGENDRE,PARIS 17,75017,75,POINT (48.9423076 2.9026464),2.9026464,48.9423076
10.71C,rue,DE LA PAIX,NANTERRE,92000,92,POINT (48.9047206 2.255869),2.255869,48.9047206
10.71C,rue,MARCEL RIVIERE,LA VERRIERE,78320,78,POINT (48.8453697 2.370708),2.370708,48.8453697
10.71C,rue,ANDRE JOINEAU,LE PRE-SAINT-GERVAIS,93310,93,POINT (48.892689 2.31419),2.31419,48.892689
10.71C,avenue,DE MONTCHANIN,LE BLANC-MESNIL,93150,93,POINT (48.7670224 2.3811538),2.3811538,48.7670224
10.71C,rue,JEAN PIERRE TIMBAUD,PARIS 11,75011,75,POINT (48.7341268 2.2734094),2.2734094,48.7341268
10.71C,,DE MILLY,LE COUDRAY-MONTCEAUX,91830,91,POINT (48.8960717 2.0945033),2.0945033,48.8960717
10.71C,rue,MARAT,IVRY-SUR-SEINE,94200,94,POINT (48.8016916 2.4215609),2.4215609,48.8016916
10.71C,place,JULES VALLES,EVRY-COURCOURONNES,91000,91,POINT (48.8007247 2.2872904),2.2872904,48.8007247
10.71C,avenue,GEORGES POMPIDOU,MARGENCY,95580,95,POINT (48.9894399 1.8101674),1.8101674,48.9894399
10.71C,rue,DE CHARONNE,PARIS 11,75011,75,POINT (48.4474718 2.1819557),2.1819557,48.4474718
10.71C,place,JULES VALLES,EVRY-COURCOURONNES,91000,91,POINT (48.8042322 2.1771383),2.1771383,48.8042322
10.71C,rue,SAINTE CROIX,ETAMPES,91150,91,POINT (48.8837923 2.2331164),2.2331164,48.8837923
10.71C,rue,DE PROVINS,VILLIERS-SAINT-GEORGES,77560,77,POINT (48.7577785 2.0555061),2.0555061,48.7577785
10.71C,rue,DU MOUTIER,AUBERVILLIERS,93300,93,POINT (48.8010624 3.086725),3.086725,48.8010624
10.71C,avenue,PAUL VAILLANT COUTURIER,VIGNEUX-SUR-SEINE,91270,91,POINT (48.8256802 2.5097984),2.5097984,48.8256802
10.71C,chemin,DE HALAGE,LE PORT-MARLY,78560,78,POINT (48.37213 2.817775),2.817775,48.37213
10.71C,rue,ARMAND BRETTE,PIERREFITTE-SUR-SEINE,93380,93,POINT (48.880805 2.408452),2.408452,48.880805
10.71C,avenue,DU PRESIDENT WILSON,SAINT-DENIS,93200,93,POINT (48.7311478 2.173847255922491),2.173847255922491,48.7311478
10.71C,rue,DU RHIN,ROSNY-SOUS-BOIS,93110,93,POINT (48.787056 2.602626),2.602626,48.787056
10.71C,place,DU GENERAL DE GAULLE,URY,77760,77,POINT (48.8002837 2.6088097),2.6088097,48.8002837
10.71C,avenue,DE LA DIVISION LECLERC,DRANCY,93700,93,POINT (48.8808419 2.3036398),2.3036398,48.8808419
10.71C,rue,PIERRE TIMBAUD,GENNEVILLIERS,92230,92,POINT (48.9361072 2.4598074),2.4598074,48.9361072
10.71C,rue,DE JOINVILLE,PARIS 19,75019,75,POINT (49.1083954 2.2058373),2.2058373,49.1083954
10.71C,avenue,EDOUARD VAILLANT,BOBIGNY,93000,93,POINT (48.7563328 2.1844595),2.1844595,48.7563328
10.71C,rue,GEORGES CLEMENCEAU,CHARTRETTES,77590,77,POINT (48.8207871 2.3638832),2.3638832,48.8207871
10.71C,rue,DE L'EST,BOULOGNE-BILLANCOURT,92100,92,POINT (48.7784769 2.3757143),2.3757143,48.7784769
10.71C,place,DE LA REPUBLIQUE,BOIS-LE-ROI,77590,77,POINT (48.7481515 2.6163269),2.6163269,48.7481515
10.71C,,PASTEUR,PALAISEAU,91120,91,POINT (48.5155333 1.8365403),1.8365403,48.5155333
10.71C,rue,DES ROSIERS,SAINT-OUEN-SUR-SEINE,93400,93,POINT (48.8841709 2.3216573),2.3216573,48.8841709
10.71C,rue,DES BENARDS,FONTENAY-AUX-ROSES,92260,92,POINT (48.910458 2.2927647),2.2927647,48.910458
10.71C,rue,PIERRE BROSSOLETTE,NOISY-LE-GRAND,93160,93,POINT (48.8745279 2.2859428),2.2859428,48.8745279
10.71C,rue,JEAN MERMOZ,L'ETANG-LA-VILLE,78620,78,POINT (48.9011312 2.2398853),2.2398853,48.9011312
10.71C,rue,LA FAYETTE,PARIS 10,75010,75,POINT (49.0010477 2.2593922),2.2593922,49.0010477
10.71C,rue,CHANTE-COQ,PUTEAUX,92800,92,POINT (48.9067382 2.2850766),2.2850766,48.9067382
10.71C,rue,CHASLES,RAMBOUILLET,78120,78,POINT (49.0049356 2.4891572),2.4891572,49.0049356
10.71C,place,DU MARCHE,NEAUPHLE-LE-CHATEAU,78640,78,POINT (48.8696817 2.3611974),2.3611974,48.8696817
10.71C,rue,DE L OURCQ,PARIS 19,75019,75,POINT (48.854373 2.4154122),2.4154122,48.854373
10.71C,,DE MONTESSON,LE VESINET,78110,78,POINT (48.7504607 2.4541743),2.4541743,48.7504607
10.71C,,DE MAISONS,CHATOU,78400,78,POINT (48.9787397 1.6904867),1.6904867,48.9787397
10.71C,rue,DE LOURMEL,PARIS 15,75015,75,POINT (49.1423611 2.2867916),2.2867916,49.1423611
10.71C,,D ARGENTEUIL,CORMEILLES-EN-PARISIS,95240,95,POINT (48.705232 2.0706442),2.0706442,48.705232
10.71C,avenue,DE SAINT OUEN,PARIS 17,75017,75,POINT (48.8584497 2.3434237),2.3434237,48.8584497
10.71C,rue,PORTE DE TRIVAUX,CLAMART,92140,92,POINT (48.8820538 2.3155897),2.3155897,48.8820538
10.71C,rue,DES SAINTS PERES,PARIS 7,75007,75,POINT (48.8152847 2.413813),2.413813,48.8152847
10.71C,avenue,DES BRUYERES,MORSANG-SUR-ORGE,91390,91,POINT (49.0315702 2.4591834),2.4591834,49.0315702
10.71C,boulevard,D'ALSACE LORRAINE,LE PERREUX-SUR-MARNE,94170,94,POINT (48.4094371 2.6928064),2.6928064,48.4094371
10.71C,rue,EUGENE LUMEAU,SAINT-OUEN-SUR-SEINE,93400,93,POINT (49.0016508 2.220776),2.220776,49.0016508
10.71C,rue,GEORGES AURIC,PARIS 19,75019,75,POINT (48.5417991 2.6558101),2.6558101,48.5417991
10.71C,avenue,DE LA REPUBLIQUE,LE BLANC-MESNIL,93150,93,POINT (48.6917732 2.4303713),2.4303713,48.6917732
10.71C,boulevard,JEANNE D ARC,ARGENTEUIL,95100,95,POINT (48.9276146 2.0454857),2.0454857,48.9276146
10.71C,rue,LOUIS ROUQUIER,LEVALLOIS-PERRET,92300,92,POINT (48.9886666 2.2584511),2.2584511,48.9886666
10.71C,place,SAINTE BERNADETTE,SUCY-EN-BRIE,94370,94,POINT (48.7036737 2.3298383),2.3298383,48.7036737
10.71C,rue,GEORGES JOYEUX,ECOUEN,95440,95,POINT (48.6320583 2.2680568),2.2680568,48.6320583
10.71C,avenue,MAL DE LATTRE DE TASSIGNY,SAINT-MAURICE,94410,94,POINT (48.6042386 2.3654766),2.3654766,48.6042386
10.71C,avenue,MAURICE UTRILLO,ARGENTEUIL,95100,95,POINT (48.9909657 2.1675339),2.1675339,48.9909657
10.71C,place,CHARLES DE GAULLE,BOISSY-SOUS-SAINT-YON,91790,91,POINT (48.946342 2.5094186),2.5094186,48.946342
10.71C,boulevard,DE BELLECHASSE,SAINT-MAUR-DES-FOSSES,94100,94,POINT (48.9939568 2.2332652),2.2332652,48.9939568
10.71C,avenue,LEDRU ROLLIN,PARIS 12,75012,75,POINT (48.8904114 2.3534579),2.3534579,48.8904114
10.71C,rue,MARGUERITE DE ROCHECHOUART,PARIS 9,75009,75,POINT (48.8576125 2.3525436),2.3525436,48.8576125
10.71C,rue,DE PROVENCE,PARIS 9,75009,75,POINT (48.8651235 2.3673308),2.3673308,48.8651235
10.71C,,DE LA FERTE ALAIS,ITTEVILLE,91760,91,POINT (48.8434366 2.3171107),2.3171107,48.8434366
10.71C,rue,D'ORSEL,PARIS 18,75018,75,POINT (49.0438961 2.0268264),2.0268264,49.0438961
10.71C,avenue,JEAN LOLIVE,PANTIN,93500,93,POINT (48.9952717 1.6924673),1.6924673,48.9952717
10.71C,rue,DE SAMBRE ET MEUSE,PARIS 10,75010,75,POINT (48.8124943 2.4281051),2.4281051,48.8124943
