activitePrincipaleEtablissement,typeVoieEtablissement,libelleVoieEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,departement,geometry,long,lat
47.61Z,avenue,BOSQUET,PARIS 7,75107,75,POINT (2.3025502 48.8613187),2.3025502,48.8613187
47.61Z,rue,BONAPARTE,PARIS 6,75106,75,POINT (2.3349925 48.8571614),2.3349925,48.8571614
47.61Z,avenue,DES ECOLES,SAVIGNY-SUR-ORGE,91589,91,POINT (2.3471928 48.6893097),2.3471928,48.6893097
47.61Z,rue,GAUTHIER 1ER,NEMOURS,77333,77,POINT (2.6962228 48.2651885),2.6962228,48.2651885
47.61Z,place,DU CAQUET,SAINT-DENIS,93066,93,POINT (2.3592085414456223 48.9365265),2.3592085414456223,48.9365265
47.61Z,rue,AUGER,PARIS 20,75120,75,POINT (2.3998519 48.8514565),2.3998519,48.8514565
47.61Z,place,DE LA TOLINETTE,VILLIERS-LE-BEL,95680,95,POINT (2.3921869 49.0039323),2.3921869,49.0039323
47.61Z,boulevard,DE CLICHY,PARIS 9,75109,75,POINT (2.3387294 48.8819877),2.3387294,48.8819877
47.61Z,rue,PHILIPPE DE GIRARD,PARIS 10,75110,75,POINT (2.3619753 48.8813376),2.3619753,48.8813376
47.61Z,boulevard,DU MONTPARNASSE,PARIS 6,75106,75,POINT (2.3263745 48.8430521),2.3263745,48.8430521
47.61Z,rue,DE CAMPO FORMIO,PARIS 13,75113,75,POINT (2.3599635 48.8343932),2.3599635,48.8343932
47.61Z,rue,ALEXANDRE PARODI,PARIS 10,75110,75,POINT (2.3660425 48.879648),2.3660425,48.879648
47.61Z,rue,DE POLOGNE,SAINT-GERMAIN-EN-LAYE,78551,78,POINT (2.087726 48.8982811),2.087726,48.8982811
47.61Z,quai,DE VALMY,PARIS 10,75110,75,POINT (2.3630822 48.8737867),2.3630822,48.8737867
47.61Z,rue,ALPHONSE PALLU,LE VESINET,78650,78,POINT (2.1360798 48.8928624),2.1360798,48.8928624
47.61Z,rue,HENRI AMODRU,GIF-SUR-YVETTE,91272,91,POINT (2.1344467 48.7022544),2.1344467,48.7022544
47.61Z,rue,GABRIEL PERI,IVRY-SUR-SEINE,94041,94,POINT (2.3830539 48.8135042),2.3830539,48.8135042
47.61Z,rue,D ABBEVILLE,PARIS 10,75110,75,POINT (2.35038 48.8787165),2.35038,48.8787165
47.61Z,rue,LINNE,PARIS 5,75105,75,POINT (2.3547228 48.8439193),2.3547228,48.8439193
47.61Z,rue,DE BAGNOLET,PARIS 20,75120,75,POINT (2.3964188 48.8566591),2.3964188,48.8566591
47.61Z,rue,DU GARDE CHASSE,LES LILAS,93045,93,POINT (2.4200672 48.884366),2.4200672,48.884366
47.61Z,rue,GODOT DE MAUROY,PARIS 9,75109,75,POINT (2.326804 48.8708093),2.326804,48.8708093
47.61Z,place,DE L'YERRES,EVRY-COURCOURONNES,91228,91,POINT (2.4340635 48.6144029),2.4340635,48.6144029
47.61Z,rue,DE BAGNOLET,PARIS 20,75120,75,POINT (2.3964188 48.8566591),2.3964188,48.8566591
47.61Z,rue,DU GENERAL LECLERC,VILLIERS-SUR-MARNE,94079,94,POINT (2.5403685 48.8214601),2.5403685,48.8214601
47.61Z,rue,ANDRE LE BOURBLANC,NOISY-LE-ROI,78455,78,POINT (2.0548836 48.8492656),2.0548836,48.8492656
47.61Z,rue,DE LA CORDONNERIE,MEAUX,77284,77,POINT (2.8790159 48.9584476),2.8790159,48.9584476
47.61Z,rue,LEOPOLD ROBERT,PARIS 14,75114,75,POINT (2.3310571 48.8410915),2.3310571,48.8410915
47.61Z,rue,DE LONGCHAMP,PARIS 16,75116,75,POINT (2.274637 48.8684448),2.274637,48.8684448
47.61Z,rue,VANEAU,PARIS 7,75107,75,POINT (2.3197739 48.8542723),2.3197739,48.8542723
47.61Z,boulevard,DE MENILMONTANT,PARIS 11,75111,75,POINT (2.388987 48.8590764),2.388987,48.8590764
47.61Z,rue,DE LA ROQUETTE,PARIS 11,75111,75,POINT (2.3710719 48.8541707),2.3710719,48.8541707
47.61Z,rue,DU BAC,PARIS 7,75107,75,POINT (2.329006 48.8590128),2.329006,48.8590128
47.61Z,rue,SAINT DENIS,PARIS 1,75101,75,POINT (2.347009 48.858177),2.347009,48.858177
47.61Z,avenue,GABRIEL PERI,SAINT-OUEN-SUR-SEINE,93070,93,POINT (2.3309816 48.9035206),2.3309816,48.9035206
47.61Z,rue,DES PETITS HOTELS,PARIS 10,75110,75,POINT (2.3532697 48.8774694),2.3532697,48.8774694
47.61Z,quai,DE LA SEINE,PARIS 19,75119,75,POINT (2.3711159 48.885038),2.3711159,48.885038
47.61Z,rue,DE PARIS,BOULOGNE-BILLANCOURT,92012,92,POINT (2.2358572 48.8416386),2.2358572,48.8416386
47.61Z,rue,DE CHARONNE,PARIS 11,75111,75,POINT (2.3742925 48.8526821),2.3742925,48.8526821
47.61Z,rue,REAUMUR,PARIS 2,75102,75,POINT (2.3595285 48.8647966),2.3595285,48.8647966
47.61Z,boulevard,SAINT MICHEL,PARIS 6,75106,75,POINT (2.343631 48.8529342),2.343631,48.8529342
47.61Z,rue,BERTHIE ALBRECHT,VITRY-SUR-SEINE,94081,94,POINT (2.4134349 48.7997462),2.4134349,48.7997462
47.61Z,rue,DE L ECOLE DE MEDECINE,PARIS 6,75106,75,POINT (2.3417802 48.8508083),2.3417802,48.8508083
47.61Z,rue,PIERRE SARRAZIN,PARIS 6,75106,75,POINT (2.3418813 48.851026),2.3418813,48.851026
47.61Z,rue,PIERRE SARRAZIN,PARIS 6,75106,75,POINT (2.3418813 48.851026),2.3418813,48.851026
47.61Z,boulevard,SAINT MICHEL,PARIS 6,75106,75,POINT (2.343631 48.8529342),2.343631,48.8529342
47.61Z,rue,RACINE,PARIS 6,75106,75,POINT (2.3418973 48.8502815),2.3418973,48.8502815
47.61Z,rue,MARIE-ANDREE LAGROUA WEILL-HALLE,PARIS 13,75113,75,POINT (2.3803235 48.828285),2.3803235,48.828285
47.61Z,rue,CHRISTIANI,PARIS 18,75118,75,POINT (2.3493155 48.8856128),2.3493155,48.8856128
47.61Z,rue,DES MARTYRS,PARIS 9,75109,75,POINT (2.3393365 48.8774814),2.3393365,48.8774814
47.61Z,rue,DE BRETAGNE,PARIS 3,75103,75,POINT (2.3639463 48.8620627),2.3639463,48.8620627
47.61Z,avenue,DE WAGRAM,PARIS 17,75117,75,POINT (2.2962363 48.8758019),2.2962363,48.8758019
47.61Z,avenue,JEAN JAURES,EPINAY-SUR-SEINE,93031,93,POINT (2.3291519 48.9584715),2.3291519,48.9584715
47.61Z,rue,DU MAL FOCH,VERSAILLES,78646,78,POINT (2.1844595 48.7563328),2.1844595,48.7563328
47.61Z,rue,DU MOUTIER,AUBERVILLIERS,93001,93,POINT (2.3788634 48.915269),2.3788634,48.915269
47.61Z,rue,DE POISSY,SAINT-GERMAIN-EN-LAYE,78551,78,POINT (2.0900062 48.8974761),2.0900062,48.8974761
47.61Z,rue,SAINT PAUL,PARIS 4,75104,75,POINT (2.360956 48.8527273),2.360956,48.8527273
47.61Z,avenue,DE PARIS,EAUBONNE,95203,95,POINT (2.2836256 48.9927619),2.2836256,48.9927619
47.61Z,rue,DE LA PAROISSE,FONTAINEBLEAU,77186,77,POINT (2.6956368 48.4101767),2.6956368,48.4101767
47.61Z,avenue,DE LA REPUBLIQUE,ISSY-LES-MOULINEAUX,92040,92,POINT (2.273586 48.8266696),2.273586,48.8266696
47.61Z,avenue,DU GENERAL LECLERC,PARIS 14,75114,75,POINT (2.3308864 48.8327946),2.3308864,48.8327946
47.61Z,rue,DES TOURNELLES,PARIS 4,75104,75,POINT (2.3674211 48.8540708),2.3674211,48.8540708
47.61Z,rue,FLORIAN,SCEAUX,92071,92,POINT (2.2935656 48.7765905),2.2935656,48.7765905
47.61Z,rue,DES ROSIERS,SAINT-OUEN-SUR-SEINE,93070,93,POINT (2.3381955 48.9046422),2.3381955,48.9046422
47.61Z,rue,DE SEINE,PARIS 6,75106,75,POINT (2.3364272 48.8571961),2.3364272,48.8571961
47.61Z,rue,DANTE,PARIS 5,75105,75,POINT (2.3467438 48.8511997),2.3467438,48.8511997
47.61Z,rue,DE PARIS,CHARENTON-LE-PONT,94018,94,POINT (2.4026835 48.828602),2.4026835,48.828602
47.61Z,rue,SAINT MAUR,PARIS 11,75111,75,POINT (2.3830318 48.8590631),2.3830318,48.8590631
47.61Z,rue,SAINT DIDIER,PARIS 16,75116,75,POINT (2.2877166 48.8662599),2.2877166,48.8662599
47.61Z,avenue,SECRETAN,PARIS 19,75119,75,POINT (2.3719385 48.8819095),2.3719385,48.8819095
47.61Z,rue,OBERKAMPF,PARIS 11,75111,75,POINT (2.3684923 48.8632024),2.3684923,48.8632024
47.61Z,rue,DE LA MAIRIE,CHATILLON,92020,92,POINT (2.2872904 48.8007247),2.2872904,48.8007247
47.61Z,rue,BOBILLOT,PARIS 13,75113,75,POINT (2.3547338 48.8300236),2.3547338,48.8300236
47.61Z,rue,LETELLIER,PARIS 15,75115,75,POINT (2.295133 48.848411),2.295133,48.848411
47.61Z,rue,EMILIO CASTELAR,PARIS 12,75112,75,POINT (2.3762361 48.8489659),2.3762361,48.8489659
47.61Z,rue,DE LOURMEL,PARIS 15,75115,75,POINT (2.2916287 48.8497065),2.2916287,48.8497065
47.61Z,rue,DES MOINES,PARIS 17,75117,75,POINT (2.318765 48.8882843),2.318765,48.8882843
47.61Z,place,DAUPHINE,PARIS 1,75101,75,POINT (2.2833466 48.8774712),2.2833466,48.8774712
47.61Z,rue,SOUFFLOT,PARIS 5,75105,75,POINT (2.3439185 48.8464932),2.3439185,48.8464932
47.61Z,rue,DE TANGER,PARIS 19,75119,75,POINT (2.3683392 48.885821),2.3683392,48.885821
47.61Z,rue,VOLTAIRE,PARIS 11,75111,75,POINT (2.390718 48.8524015),2.390718,48.8524015
47.61Z,rue,SAINTE ANNE,PARIS 2,75102,75,POINT (2.3350058 48.8650349),2.3350058,48.8650349
47.61Z,rue,SAINTE ANNE,PARIS 2,75102,75,POINT (2.3350058 48.8650349),2.3350058,48.8650349
47.61Z,rue,DE BELLEVILLE,PARIS 20,75120,75,POINT (2.3790355 48.8725661),2.3790355,48.8725661
47.61Z,rue,HENRI LASSON,ANTONY,92002,92,POINT (2.3037053 48.7527947),2.3037053,48.7527947
47.61Z,rue,OBERKAMPF,PARIS 11,75111,75,POINT (2.3684923 48.8632024),2.3684923,48.8632024
47.61Z,rue,VANDAMME,PARIS 14,75114,75,POINT (2.3226419 48.8395595),2.3226419,48.8395595
47.61Z,rue,GABRIEL PERI,COLOMBES,92025,92,POINT (2.231412 48.9153657),2.231412,48.9153657
47.61Z,rue,DE FERRARE,FONTAINEBLEAU,77186,77,POINT (2.697493 48.4037033),2.697493,48.4037033
47.61Z,rue,EMILE ZOLA,ASNIERES-SUR-SEINE,92004,92,POINT (2.2854925 48.9231849),2.2854925,48.9231849
47.61Z,rue,LAFFITTE,PARIS 9,75109,75,POINT (2.3376836 48.8730774),2.3376836,48.8730774
47.61Z,boulevard,DE GRENELLE,PARIS 15,75115,75,POINT (2.2899544 48.8536669),2.2899544,48.8536669
47.61Z,rue,DU VIEUX CHATEAU,NEAUPHLE-LE-CHATEAU,78442,78,POINT (1.89833 48.8146049),1.89833,48.8146049
47.61Z,place,CHARLES MICHELS,PARIS 15,75115,75,POINT (2.2857958 48.8466741),2.2857958,48.8466741
47.61Z,boulevard,DIDEROT,PARIS 12,75112,75,POINT (2.370708 48.8453697),2.370708,48.8453697
47.61Z,rue,CARNOT,LEVALLOIS-PERRET,92044,92,POINT (2.2845688 48.8940987),2.2845688,48.8940987
47.61Z,rue,PUVIS DE CHAVANNES,PARIS 17,75117,75,POINT (2.3017019 48.8853617),2.3017019,48.8853617
47.61Z,rue,DE LA CHAPELLE,MONTLHERY,91425,91,POINT (2.2717101 48.6387459),2.2717101,48.6387459
47.61Z,rue,DE LEVIS,PARIS 17,75117,75,POINT (2.3155897 48.8820538),2.3155897,48.8820538
47.61Z,rue,DE VAUGIRARD,PARIS 6,75106,75,POINT (2.3399286 48.8490379),2.3399286,48.8490379
47.61Z,rue,DES GATINES,PARIS 20,75120,75,POINT (2.3989758 48.8660154),2.3989758,48.8660154
47.61Z,place,DU GRAND MARTROY,PONTOISE,95500,95,POINT (2.0975486 49.0511826),2.0975486,49.0511826
47.61Z,avenue,ARISTIDE MAILLOL,MONTIGNY-LES-CORMEILLES,95424,95,POINT (2.2011008 48.9948822),2.2011008,48.9948822
47.61Z,rue,CHARLES DE GAULLE,YERRES,91691,91,POINT (2.4864453 48.7166469),2.4864453,48.7166469
47.61Z,rue,CARNOT,LEVALLOIS-PERRET,92044,92,POINT (2.2845688 48.8940987),2.2845688,48.8940987
47.61Z,rue,DE MONTMORENCY,SOISY-SOUS-MONTMORENCY,95598,95,POINT (2.3072324 48.9906331),2.3072324,48.9906331
47.61Z,rue,DU GENERAL LECLERC,LE KREMLIN-BICETRE,94043,94,POINT (2.3580474 48.8099712),2.3580474,48.8099712
47.61Z,rue,PIERRE L ERMITE,PARIS 18,75118,75,POINT (2.3551645 48.8851247),2.3551645,48.8851247
47.61Z,rue,LA FAYETTE,PARIS 10,75110,75,POINT (2.3345274 48.873319),2.3345274,48.873319
47.61Z,rue,RIESENER,PARIS 12,75112,75,POINT (2.3896524 48.8428487),2.3896524,48.8428487
47.61Z,rue,PAUL DOUMER,TRIEL-SUR-SEINE,78624,78,POINT (2.0041262 48.9792561),2.0041262,48.9792561
47.61Z,place,PAUL PAINLEVE,PARIS 5,75105,75,POINT (2.3444202 48.8499211),2.3444202,48.8499211
47.61Z,rue,SAINT POL ROUX,GUYANCOURT,78297,78,POINT (2.0697233 48.7758978),2.0697233,48.7758978
47.61Z,avenue,JEAN JAURES,PARIS 19,75119,75,POINT (2.372803 48.8836109),2.372803,48.8836109
47.61Z,avenue,JEAN LOLIVE,PANTIN,93055,93,POINT (2.4171443 48.893969),2.4171443,48.893969
47.61Z,avenue,JEAN LOLIVE,PANTIN,93055,93,POINT (2.4171443 48.893969),2.4171443,48.893969
47.61Z,rue,DES BUISSONS,TREMBLAY-EN-FRANCE,93073,93,POINT (2.5239161 48.9939587),2.5239161,48.9939587
47.61Z,avenue,DU CENTRE,MONTIGNY-LE-BRETONNEUX,78423,78,POINT (2.0473549 48.7860324),2.0473549,48.7860324
47.61Z,rue,DE VAUGIRARD,PARIS 15,75115,75,POINT (2.336455 48.8492162),2.336455,48.8492162
47.61Z,boulevard,SAINT MICHEL,PARIS 5,75105,75,POINT (2.3439199 48.8525313),2.3439199,48.8525313
47.61Z,rue,CHALIGNY,PARIS 12,75112,75,POINT (2.3837905 48.8460949),2.3837905,48.8460949
47.61Z,rue,DE VILPRE,ROZAY-EN-BRIE,77393,77,POINT (2.9645956 48.6792089),2.9645956,48.6792089
47.61Z,rue,SAINT LAZARE,PARIS 9,75109,75,POINT (2.3380032 48.876787),2.3380032,48.876787
47.61Z,rue,NOTRE DAME DE LORETTE,PARIS 9,75109,75,POINT (2.3384771 48.8773629),2.3384771,48.8773629
47.61Z,avenue,DU PRESIDENT WILSON,SAINT-DENIS,93066,93,POINT (2.3576487 48.9205027),2.3576487,48.9205027
47.61Z,rue,DE TORCY,PARIS 18,75118,75,POINT (2.3635106 48.8913077),2.3635106,48.8913077
47.61Z,allée,DES ROUSSELETS,THORIGNY-SUR-MARNE,77464,77,POINT (2.7137108429819654 48.8966315),2.7137108429819654,48.8966315
47.61Z,avenue,GAMBETTA,PARIS 20,75120,75,POINT (2.4004498 48.8671649),2.4004498,48.8671649
47.61Z,place,DU MARCHE,REBAIS,77385,77,POINT (3.2326056 48.8467796),3.2326056,48.8467796
47.61Z,boulevard,MACDONALD,PARIS 19,75119,75,POINT (2.393787 48.895717),2.393787,48.895717
47.61Z,place,DU MARCHE,COULOMMIERS,77131,77,POINT (3.0840163 48.8144047),3.0840163,48.8144047
47.61Z,rue,MOUFFETARD,PARIS 5,75105,75,POINT (2.349257 48.844859),2.349257,48.844859
47.61Z,rue,DE MEAUX,PARIS 19,75119,75,POINT (2.3713726 48.8791992),2.3713726,48.8791992
47.61Z,avenue,GEORGES CLEMENCEAU,LE PERREUX-SUR-MARNE,94058,94,POINT (2.50683 48.8372056),2.50683,48.8372056
47.61Z,rue,HENRI MAILLARD,GAGNY,93032,93,POINT (2.5343762 48.8851534),2.5343762,48.8851534
47.61Z,rue,ERNEST SAVART,MONTREUIL,93048,93,POINT (2.4379943 48.8683627),2.4379943,48.8683627
47.61Z,avenue,LEDRU ROLLIN,LE PERREUX-SUR-MARNE,94058,94,POINT (2.502779 48.8427681),2.502779,48.8427681
47.61Z,avenue,DE LA RESISTANCE,LE RAINCY,93062,93,POINT (2.566351 48.9474035),2.566351,48.9474035
47.61Z,boulevard,STRASBOURG,AULNAY-SOUS-BOIS,93005,93,POINT (2.4878426 48.9253499),2.4878426,48.9253499
47.61Z,quai,DE L HOTEL DE VILLE,PARIS 4,75104,75,POINT (2.3526096 48.8553939),2.3526096,48.8553939
47.61Z,quai,DE LA TOURNELLE,PARIS 5,75105,75,POINT (2.3566693 48.8494363),2.3566693,48.8494363
47.61Z,rue,JEAN PIERRE TIMBAUD,PARIS 11,75111,75,POINT (2.3673308 48.8651235),2.3673308,48.8651235
47.61Z,boulevard,VOLTAIRE,PARIS 11,75111,75,POINT (2.3667308 48.8659584),2.3667308,48.8659584
47.61Z,rue,DE LA ROQUETTE,PARIS 11,75111,75,POINT (2.3710719 48.8541707),2.3710719,48.8541707
47.61Z,place,MARINE,MAISONS-LAFFITTE,78358,78,POINT (2.1443643 48.9522702),2.1443643,48.9522702
47.61Z,rue,JACOB,PARIS 6,75106,75,POINT (2.3362217 48.8547705),2.3362217,48.8547705
47.61Z,place,DE LA LIBERTE,LA GARENNE-COLOMBES,92035,92,POINT (2.2466486 48.9088179),2.2466486,48.9088179
47.61Z,avenue,EMILE ZOLA,PARIS 15,75115,75,POINT (2.2790659 48.8463904),2.2790659,48.8463904
47.61Z,rue,DES GRAVILLIERS,PARIS 3,75103,75,POINT (2.3578597 48.8634304),2.3578597,48.8634304
47.61Z,rue,DU CARDINAL LEMOINE,PARIS 5,75105,75,POINT (2.3543464 48.8492569),2.3543464,48.8492569
47.61Z,rue,DES ORMESSONS,VAUX-LE-PENIL,77487,77,POINT (2.681069 48.5261906),2.681069,48.5261906
47.61Z,rue,D ALESIA,PARIS 14,75114,75,POINT (2.3328729 48.8278561),2.3328729,48.8278561
47.61Z,avenue,DE WAGRAM,PARIS 17,75117,75,POINT (2.2962363 48.8758019),2.2962363,48.8758019
47.61Z,avenue,PARMENTIER,PARIS 11,75111,75,POINT (2.3788832 48.8596635),2.3788832,48.8596635
47.61Z,boulevard,DE LA REPUBLIQUE,BRETIGNY-SUR-ORGE,91103,91,POINT (2.3077238 48.6082617),2.3077238,48.6082617
47.61Z,rue,DE LA JONQUIERE,PARIS 17,75117,75,POINT (2.3256907 48.8933482),2.3256907,48.8933482
47.61Z,rue,D ODESSA,PARIS 14,75114,75,POINT (2.3244649 48.8423085),2.3244649,48.8423085
47.61Z,rue,DE L EGLISE,ANTONY,92002,92,POINT (2.2629242 48.7995622),2.2629242,48.7995622
47.61Z,boulevard,DE CLICHY,PARIS 9,75109,75,POINT (2.3387294 48.8819877),2.3387294,48.8819877
47.61Z,rue,DE LANCRY,PARIS 10,75110,75,POINT (2.36034 48.8692127),2.36034,48.8692127
47.61Z,rue,GRANDE,MORET-LOING-ET-ORVANNE,77316,77,POINT (2.8151983 48.3735531),2.8151983,48.3735531
47.61Z,avenue,DU GENERAL DE GAULLE,SAINT-MANDE,94067,94,POINT (2.4182463 48.837237),2.4182463,48.837237
47.61Z,avenue,JOFFRE,SAINT-MANDE,94067,94,POINT (2.4176827 48.849049),2.4176827,48.849049
47.61Z,boulevard,EXELMANS,PARIS 16,75116,75,POINT (2.266289 48.8405975),2.266289,48.8405975
47.61Z,rue,CYPRIEN BORGNON,COUILLY-PONT-AUX-DAMES,77128,77,POINT (2.8568363 48.8840422),2.8568363,48.8840422
47.61Z,rue,JEAN PIERRE TIMBAUD,PARIS 11,75111,75,POINT (2.3673308 48.8651235),2.3673308,48.8651235
47.61Z,boulevard,DU MONTPARNASSE,PARIS 14,75114,75,POINT (2.3307428 48.8415344),2.3307428,48.8415344
47.61Z,rue,PRIMATICE,PARIS 13,75113,75,POINT (2.355654 48.8329553),2.355654,48.8329553
47.61Z,rue,LEON FROT,PARIS 11,75111,75,POINT (2.3878288 48.8538817),2.3878288,48.8538817
47.61Z,rue,DE LABORDE,PARIS 8,75108,75,POINT (2.3218858 48.875823),2.3218858,48.875823
47.61Z,rue,DU MOULIN VERT,PARIS 14,75114,75,POINT (2.324836 48.8294994),2.324836,48.8294994
47.61Z,rue,DU FG POISSONNIERE,PARIS 9,75109,75,POINT (2.3478177 48.8715425),2.3478177,48.8715425
47.61Z,avenue,MATHURIN MOREAU,PARIS 19,75119,75,POINT (2.3725154 48.8783091),2.3725154,48.8783091
47.61Z,boulevard,DUBREUIL,ORSAY,91471,91,POINT (2.1860226 48.6983013),2.1860226,48.6983013
47.61Z,avenue,D ARGENTEUIL,ASNIERES-SUR-SEINE,92004,92,POINT (2.2826724 48.9155548),2.2826724,48.9155548
47.61Z,rue,D ALESIA,PARIS 14,75114,75,POINT (2.3328729 48.8278561),2.3328729,48.8278561
47.61Z,boulevard,DE MAGENTA,PARIS 10,75110,75,POINT (2.3623965 48.8694767),2.3623965,48.8694767
47.61Z,rue,BOURDALOUE,PARIS 9,75109,75,POINT (2.3386542 48.8766721),2.3386542,48.8766721
47.61Z,avenue,GEORGES PITARD,SAINTE-GENEVIEVE-DES-BOIS,91549,91,POINT (2.3143182 48.6479779),2.3143182,48.6479779
47.61Z,rue,DE L OURCQ,PARIS 19,75119,75,POINT (2.3790698 48.8923365),2.3790698,48.8923365
47.61Z,boulevard,RICHARD WALLACE,PUTEAUX,92062,92,POINT (2.2422811 48.8785122),2.2422811,48.8785122
47.61Z,rue,DAGUERRE,PARIS 14,75114,75,POINT (2.3300249 48.8338639),2.3300249,48.8338639
47.61Z,rue,DE LA CORDONNERIE,MEAUX,77284,77,POINT (2.8790159 48.9584476),2.8790159,48.9584476
47.61Z,rue,SERPENTE,PARIS 6,75106,75,POINT (2.343246 48.8518873),2.343246,48.8518873
47.61Z,boulevard,FERNAND HOSTACHY,CROISSY-SUR-SEINE,78190,78,POINT (2.144577 48.8779938),2.144577,48.8779938
47.61Z,rue,DES ENTREPRENEURS,PARIS 15,75115,75,POINT (2.2911074 48.8444202),2.2911074,48.8444202
47.61Z,boulevard,DE REUILLY,PARIS 12,75112,75,POINT (2.3908221 48.8389263),2.3908221,48.8389263
47.61Z,rue,DU GENERAL LECLERC,VERSAILLES,78646,78,POINT (2.1250489 48.7994788),2.1250489,48.7994788
47.61Z,boulevard,DE GRENELLE,PARIS 15,75115,75,POINT (2.2899544 48.8536669),2.2899544,48.8536669
47.61Z,avenue,D ALFORTVILLE,CHOISY-LE-ROI,94022,94,POINT (2.4162873 48.7772313),2.4162873,48.7772313
47.61Z,rue,MONSIEUR LE PRINCE,PARIS 6,75106,75,POINT (2.3391703 48.851354),2.3391703,48.851354
47.61Z,rue,DANTE,PARIS 5,75105,75,POINT (2.3467438 48.8511997),2.3467438,48.8511997
47.61Z,rue,DANTE,PARIS 5,75105,75,POINT (2.3467438 48.8511997),2.3467438,48.8511997
47.61Z,rue,DANTE,PARIS 5,75105,75,POINT (2.3467438 48.8511997),2.3467438,48.8511997
47.61Z,rue,DE CHARENTON,PARIS 12,75112,75,POINT (2.3709431 48.8523901),2.3709431,48.8523901
47.61Z,rue,JEAN JAURES,VILLEJUIF,94076,94,POINT (2.3662959 48.7969151),2.3662959,48.7969151
47.61Z,rue,VULPIAN,PARIS 13,75113,75,POINT (2.3464833 48.8315545),2.3464833,48.8315545
47.61Z,rue,DU FER A MOULIN,PARIS 5,75105,75,POINT (2.3554885 48.8393624),2.3554885,48.8393624
47.61Z,rue,DES VINAIGRIERS,PARIS 10,75110,75,POINT (2.3602366 48.8731908),2.3602366,48.8731908
47.61Z,rue,DU JOURDAIN,PARIS 20,75120,75,POINT (2.3895284 48.8739013),2.3895284,48.8739013
47.61Z,rue,BREA,PARIS 6,75106,75,POINT (2.3300543 48.8432554),2.3300543,48.8432554
47.61Z,rue,DU BAS NOYER,ERAGNY,95218,95,POINT (2.1018521 49.0331057),2.1018521,49.0331057
47.61Z,rue,BERTHIE ALBRECHT,SAINT-GRATIEN,95555,95,POINT (2.283783 48.9673164),2.283783,48.9673164
47.61Z,rue,DES BUISSONS,ROISSY-EN-FRANCE,95527,95,POINT (2.5235152 48.9960341),2.5235152,48.9960341
47.61Z,rue,DE MAUBEUGE,PARIS 9,75109,75,POINT (2.3555562 48.8817784),2.3555562,48.8817784
47.61Z,rue,DU FAUBOURG MONTMARTRE,PARIS 9,75109,75,POINT (2.3430703 48.8720351),2.3430703,48.8720351
47.61Z,rue,MONTMARTRE,PARIS 2,75102,75,POINT (2.3460788 48.8633331),2.3460788,48.8633331
47.61Z,rue,DU FAUBOURG SAINT MARTIN,PARIS 10,75110,75,POINT (2.3560002 48.8695518),2.3560002,48.8695518
47.61Z,rue,EUGENE PELLETAN,SAINT-MAUR-DES-FOSSES,94068,94,POINT (2.4736897 48.7947273),2.4736897,48.7947273
47.61Z,place,DU MARCHE,MILLY-LA-FORET,91405,91,POINT (2.4704102 48.4031731),2.4704102,48.4031731
47.61Z,allée,DE LA COTE D OR,MAUREPAS,78383,78,POINT (1.9440137 48.7610478),1.9440137,48.7610478
47.61Z,rue,CHARLES DE GAULLE,BURES-SUR-YVETTE,91122,91,POINT (2.1510137 48.6971219),2.1510137,48.6971219
47.61Z,rue,SAINT VICTOR,PARIS 5,75105,75,POINT (2.3507621 48.8483077),2.3507621,48.8483077
47.61Z,boulevard,JEAN JAURES,BOULOGNE-BILLANCOURT,92012,92,POINT (2.238081 48.8432647),2.238081,48.8432647
47.61Z,avenue,DE SAINT CLOUD,VERSAILLES,78646,78,POINT (2.1357034 48.8053139),2.1357034,48.8053139
47.61Z,rue,DANTE,PARIS 5,75105,75,POINT (2.3467438 48.8511997),2.3467438,48.8511997
47.61Z,allée,ALBERT THOMAS,MASSY,91377,91,POINT (2.2611484 48.7365156),2.2611484,48.7365156
47.61Z,quai,AUX FLEURS,PARIS 4,75104,75,POINT (2.3517257 48.8540572),2.3517257,48.8540572
47.61Z,boulevard,SAINT GERMAIN,PARIS 5,75105,75,POINT (2.3552126 48.8492733),2.3552126,48.8492733
47.61Z,rue,CHASLES,RAMBOUILLET,78517,78,POINT (1.8301216 48.6426652),1.8301216,48.6426652
47.61Z,rue,BOBILLOT,PARIS 13,75113,75,POINT (2.3547338 48.8300236),2.3547338,48.8300236
47.61Z,rue,DE LA CONVENTION,PARIS 15,75115,75,POINT (2.2789061 48.8453013),2.2789061,48.8453013
47.61Z,rue,DE LA DIVISION LECLERC,CHEVREUSE,78160,78,POINT (2.0440388 48.7075418),2.0440388,48.7075418
47.61Z,place,DU MAL LECLERC,BREVAL,78107,78,POINT (1.5338398 48.9450294),1.5338398,48.9450294
47.61Z,avenue,PARMENTIER,PARIS 11,75111,75,POINT (2.3788832 48.8596635),2.3788832,48.8596635
47.61Z,avenue,PARMENTIER,PARIS 11,75111,75,POINT (2.3788832 48.8596635),2.3788832,48.8596635
47.61Z,boulevard,CHARLES DE GAULLE,SANNOIS,95582,95,POINT (2.2562921 48.9721887),2.2562921,48.9721887
47.61Z,boulevard,DE NESLES,CHAMPS-SUR-MARNE,77083,77,POINT (2.5785593 48.848484),2.5785593,48.848484
